author,text,likeCount,publishedAt,video_id
@dvktv7415,Sao thằng lừa đảo này chưa bị bắt?,0,2025-11-08T16:26:09Z,JXUFtswQcaw
@HuyHoang-nt1fi,Đéo ai người sống lại đi lay người sống,0,2025-11-07T16:08:49Z,JXUFtswQcaw
@hangxuxu,vl dkm thay,0,2025-10-30T18:25:34Z,JXUFtswQcaw
@vanthienpham3889,Cung cho cho no an no con  mang on con cung cho may thang cho nay phi,0,2025-10-27T23:55:02Z,JXUFtswQcaw
@hoangthangluong8613,"Người âm thì cúng tiền amm, cớ sao lại là polime😅",0,2025-10-26T10:51:43Z,JXUFtswQcaw
@hoinguyen8516,Mắt tay Quang đã gian xảo lắm rồi ! Minh giỏi nói và có tài dẫn dụ vào cõi mê chăng ?,0,2025-10-20T23:15:20Z,JXUFtswQcaw
@NghĩN-h9x,Ông này thích tiền,0,2025-10-17T22:31:40Z,JXUFtswQcaw
@buigioi-w6i,Chân Quang cặt giửa  nói xàm nói thúi  miệng chân quang vương Tấn Việt xàm. lờ  cái miệng nói. tào lao ai củng ghết bản mặt  Quang. chân  giửa nầy,0,2025-10-10T05:45:59Z,JXUFtswQcaw
@SỹTrungBùi-j9j,Ban bêu8,0,2025-10-06T06:08:10Z,JXUFtswQcaw
@ThuNguyen-bx3od,Mấy đứa này mà tu cái gì ?,0,2025-10-05T03:05:50Z,JXUFtswQcaw
@tiensinho8693,"Sư THÍCH TRÚC THÁI MINH còn đang nợ Phật tử  câu trả lời : các người kêu gọi Phật tử cúng OAN GIA TRÁI CHỦ là sao ? Chủ nào bị oan gia  , ai là chủ ai là trái chủ . 
 Cái cộng cỏ ông dựng thành tóc Phật 2 ngàn 6 trăm năm  mà ông kỳ  công thỉnh từ nước ngoài  về lùa Phật tử cúng bái quỳ lạy . Giờ ông để nó đâu rồi ? 
 Số tiền ông thu đc từ các Phật tử nhẹ dạ cả tin đưa cho ông là bao nhiêu mấy chục hay mấy trăm tỷ ông đã đem tu sửa chùa hay vẫn còn trong túi vv…",0,2025-10-01T11:57:46Z,JXUFtswQcaw
@duongtrinh2019,thời đại này còn có mấy thằng lưu manh khoác áo sư láo lếu như thằng quang với thằng minh nếu ra ngoài gặp tao tao cúng dường cho mỗi thằng viên gạch nửa vào mõm để chúng mày hết nói láo,0,2025-09-29T13:48:39Z,JXUFtswQcaw
@ThọThânthếThọ,Tao căm thù mấy thằng sư chọc tao muốn bắn chết hết mấy thằng sư chọc và đốt hết chùa,0,2025-09-25T04:35:29Z,JXUFtswQcaw
@ThanhThạch-o4x,Quỷ đội lớp thầy tu,0,2025-09-25T03:46:53Z,JXUFtswQcaw
@manhlinhle582,"2 thằng ml này... Nếu tâm linh có địa ngục, chắc diêm vương sẽ làm riêng cho 2 đứa một góc riêng u khổ cho vong 2 đứa",0,2025-09-22T15:31:40Z,JXUFtswQcaw
@MinhPhan-s3v,Thấy clip này.. mới thấy Quý Thích Minh Tuệ. Dù tôi là vô thần,0,2025-09-20T12:39:33Z,JXUFtswQcaw
@BáoHoàngThiên-b7c1f,"Thằng Thầy ChùA Nè ,,  phế thải nó đi,, còn để, thì nó nhân dân còn mê tín dị đoan còn nhiều.. nhất là các bà các cô ,, và bọn tham nhũng rửa tiền.!",0,2025-09-16T02:52:04Z,JXUFtswQcaw
@taynguyen4195,ông này là top của tứ đại thích lừa đảo,0,2025-09-15T12:42:17Z,JXUFtswQcaw
@zbehadolaw25,Bọn ma tăng này mà sống dưới thời minh mạn thì chúng sẽ biết thế nào là “cúng dường” he he he,0,2025-09-15T07:44:07Z,JXUFtswQcaw
@UyênPhan-w3s,con chó này nó hốc nhiều ăn ngon,0,2025-09-13T08:53:12Z,JXUFtswQcaw
