author,text,likeCount,publishedAt,video_id
@phamtienhamy17,Càng nói sai càng ghét,0,2025-11-09T06:40:46Z,nKhmMHcfJpI
@vinho-fb3mk,"Không tin chúa là đúng rồi, vì chúa không có thật cho nên đừng tin",1,2025-11-08T17:36:12Z,nKhmMHcfJpI
@vinho-fb3mk,Tôi đồng ý chống đạo thiên chúa,1,2025-11-08T17:31:04Z,nKhmMHcfJpI
@Minji_Hanni_Dani_Haerin_Hyein,"Không dễ bị khuất phục mà lại đem mác lênin về thờ, đúng kênh phản động đội lốt yêu nước 😂",0,2025-11-01T17:54:38Z,nKhmMHcfJpI
@CuteGreen-k3h,Tốt nhất không theo đạo mô cả. Kể cả công giáo. Kể cả báp têm tại các nhà thờ. Hãy dựa. Học và báp têm trong kinh thánh. Đó là lẽ thật,0,2025-11-01T06:11:29Z,nKhmMHcfJpI
@HuongNguyễnđìnhhuong,Tại vì dám nói lên sự thật.anh hưởng đến nồi cơm của lũ chúng nó.thi nó gọi là phản động,0,2025-10-31T00:44:44Z,nKhmMHcfJpI
@AIMUSIC-i3u,"Nói một cách dễ hiểu thì con chiên Vatican là đám tu hú, sói đội lốt cừu !",0,2025-10-30T04:41:50Z,nKhmMHcfJpI
@ThiNgocLe-yg3vh,Lũ Việt gian Việt Á cũng thế chú công giáo gì toàn O biết dạy bảo nhau mà giới lôi kéo nhau vào tôi lỗi tàn sát đồng loại thì O bằng súc sanh cầm thú nó mới hành cho gọi là súc sanh ngạ quỷ ❤🎉,0,2025-10-24T03:44:45Z,nKhmMHcfJpI
@linhphanvan3433,Nói láo sai bét,0,2025-10-22T07:27:39Z,nKhmMHcfJpI
@AIMUSIC-i3u,Nhột à con chiên Vatican,0,2025-10-30T04:39:44Z,nKhmMHcfJpI
@HoangNguyen-vt7ly,"Tôi CÔNG GIÁO  và yêu  đn VN , dân tộc vn và tôi biết  ghét  kẻ ""nhận giặc LÀM  CHA "" , THAM  NHŨNG",0,2025-10-21T02:56:53Z,nKhmMHcfJpI
@LeeHương-n7z,Nói bậy,0,2025-10-13T12:54:08Z,nKhmMHcfJpI
@PoOp-s8m2v,Kênh này nói  tập lao vậy trung  puoc do họ  va đánh viết Nam vậy  do ai  duc phát  cung  đó thiên chúa tạo  thanh,0,2025-10-13T11:30:55Z,nKhmMHcfJpI
@ChiêuNguyễn-m3h,1 live cho đạo sỉ .miện khẩu nghiệp .chỉ trích người sáng lập tiếng việt nhưng đang nói tiếng gì vậy .coi chừng á khẩu không nói được chỉ ú ớ thì chết đó .😢 Nghiệp khẩu 😮😮😮,0,2025-10-10T05:00:43Z,nKhmMHcfJpI
@NguyenHieuOi,Nói ngu ! Ai bày mày nói con chiên công giáo ko thờ tổ tiên ? Vô thần dốt!,0,2025-10-06T08:53:07Z,nKhmMHcfJpI
@AIMUSIC-i3u,"Công giáo mới được Vatican cho phép thờ cúng tổ tiên trăm năm trước, do dân Châu Á bỏ theo đạo nhiều nếu không được thờ cúng tổ tiên.",0,2025-10-30T04:40:44Z,nKhmMHcfJpI
@sontruong8272,Công giáo rất phản động ...( Phản chúa ) ...Đây là cơ hội mà chúa tiêu diệt chúng ...Trong kinh thánh ko có dạy người dân phản bội Tổ quốc ...Công giáo phản lời chúa nhiều lắm ....( Muôn sự tại nhân ...Thành sự tại thiên ),0,2025-10-05T11:45:42Z,nKhmMHcfJpI
@NguyenHao-x7q,Quá hay,0,2025-10-01T15:35:18Z,nKhmMHcfJpI
@vinho-fb3mk,"Một chế độ thôi nát độc tài cần phải được lật đổ, để cứu lấy đất nước này và cứu lấy muôn dân, đó là điều tôi muốn",1,2025-09-30T18:48:20Z,nKhmMHcfJpI
@AIMUSIC-i3u,Độc tài nhất là chế độ thần quyền đế quốc Vatican đấy,0,2025-10-30T04:40:59Z,nKhmMHcfJpI
@vinho-fb3mk,​@AIMUSIC-i3ubọn vantican sống thua cả con chó,1,2025-11-03T08:20:46Z,nKhmMHcfJpI
@vinho-fb3mk,"Không tin chúa là đúng rồi ạ, chúa không có thật cho nên đừng tin",1,2025-09-30T18:45:41Z,nKhmMHcfJpI
@phamtienhamy17,"Khong ua thi Dua cung co gioi. Vo than chong TC , co quyen luc noi gi cung duoc. Nghe ngua cai lo ta!i",0,2025-09-30T12:51:17Z,nKhmMHcfJpI
@vinho-fb3mk,"Chúa làm gì có thật mà tin, cho nên đừng tin vào chúa",1,2025-09-30T09:21:39Z,nKhmMHcfJpI
@DieuNguyen-d3e,Nói tạo lao quy chụp,0,2025-09-29T10:50:22Z,nKhmMHcfJpI
@Vinceddoox,video mang đậm định kiến cá nhân,0,2025-09-27T20:34:47Z,nKhmMHcfJpI
@HiệpNgôVăn-b9b,Ông này không hiểu gì về kinh thánh nếu học sơ qua kinh thánh phải mất 7 năm ông nói về chúa mà không có câu kinh thánh nào dẫn chứng chứng tỏ ông không biết gì về kinh thánh kinh thánh là con đường của bậc thánh không phải của phàm nhân ông nên hiểu tổ tiên của loài người là ai các ông tin vượn thành người và gà trâu thành gì ông không học kinh thánh thì đừng nói về kinh thánh kinh là quy luật vận hành của tạo hoá chứ không phải con người thánh là không phải phàm nhân mà là thánh nhân chống con người thì có thể tha nhưng chống chúa không được tha ông nói về kinh thánh mà không có dẫn chứng về kinh thánh thế mà ông nói về kinh thánh ông thử đọy kinh thánh mỗi tuần một chương thì suy ngẫm cũng mất 7 năm ông nói trăm trứng ông thấy con người cú ai sinh từ trứng không gia súc cũng không sinh từ truwng chỉ có gia cầm mới sinh từ trứng biết thì thưa thớt khoing biết thì dựa cột mà nghe chúa nói trong sách sáng thế chương 1 cáu một ban đầu đức chúa trời tạo nên trời đất có ai da má tự xưng minh dựng nên trời đất không nước nga có dám nói nước Nga tạo nên trời đất không việt nam có dám nói nước Việt Nam dựng nên trời đất không hay một ông vua nào dám nói tôi dựng nên trời đất không kinh thánh nói ban đầu đức chúa trời tạo nên trời đất có ai dán cãi không nếu không dám cãi việt nam vân coing nhận kinh thánh nếu không coing nhận thì công giáo và tin lành có được hoạt đikng không câu 26 sách sáng thế ngài nói chúng ta hãy làm nên loài người như hình ảnh chúng ta có ai thế gian này dám nói mjnhf tạo nên loài người không ông phú trọng hay ông tô lâm có dám tuyên bố là ông tạo nên loài người không chỉ có loại gia cầm ngan ngông vịt mới đẻ trứng thôi người có chui ra từ quả trứng khokng hay mẹ đau bụng đẻ ra mình không đọc kinh thánh không hiểu kinh thánh mà nói kinh thánh thì ông cũng chỉ như con két nhái okng chủ nhà tại sao mỹ là dùng đaoh chúa làm quốc đạo nó khokng ngu như mâý ông tưởng đâu hiến ohaps mỹ được soạn trên tiêu chuẩn kinh thánh kinh thánh là chân lý do trời viết chứ không phải loài người hiens pháp Việt nam là con người lập ra chứ không phải chúa lập ra con người viets theo cái lợi của nhà cai trị chứ không phải chân lý ông Hồ cũng chỉ là con người chúa không phải là đáng tạo hoá cjngx sinh già bệnh chết ông cũng khokng theo chúa ông phật cũng khokng theo chúa trên đời d này có hai loại chúa một là chúa quỷ hai là chúa trời vậy việt nam chắc chắn là khokng theo chúa trời rồi vậy thì việt nam theo chúa nào các vị tự hiểu đảng cũng khokng ra từ chýa trời vậy đảng ra từ chúa nào khôn ngoan khoing lại được với trời người tính không bằng trời tính vậy khoing đọc kinh thánh thì đừng nói đạo chúa môn đồ chúa được tinh luyện chứ khokng học giả không  nois dối vì đại chúa là đường đi là chân lý là sự thật chống người thì được chống chúa thì không ai còn sống không tin cứ thử xem,0,2025-09-25T23:26:45Z,nKhmMHcfJpI
@TrọngHưngNguyễn-c4t,"Thôi đi em yêu ơi, chị yêu em nhiều",0,2025-09-24T08:14:34Z,nKhmMHcfJpI
@TamThanh-u8c,Chúa an loz để sống à hay ăn cak😂🐖,0,2025-09-23T10:08:29Z,nKhmMHcfJpI
@TamThanh-u8c,Tao là Tổ sư của thằng chúa desu ăn loz😂,0,2025-09-23T10:05:13Z,nKhmMHcfJpI
@NgePang,May có biết gì đâu về đạo công giáo,0,2025-09-20T13:53:26Z,nKhmMHcfJpI
@doideodepnhumo,Toàn tuyên truyền láo,0,2025-09-17T14:03:13Z,nKhmMHcfJpI
@doideodepnhumo,Phản cái cc gì. Đất nước làm đéo gì có phản biện hay tiếng nói.,0,2025-09-17T14:02:58Z,nKhmMHcfJpI
@vinho-fb3mk,Bọn công giáo ở đất nước việt nam chỉ có 1 kết cục thua,2,2025-09-16T01:26:52Z,nKhmMHcfJpI
@vinho-fb3mk,"Những kẻ phản động lưu vong sống thua cả con chó, bọn công giáo ở đất nước việt nam sống thua cả con chó",2,2025-09-16T01:26:14Z,nKhmMHcfJpI
@vinho-fb3mk,"A nói đúng và hay quá, tuyệt vời a ạ",2,2025-09-16T00:42:33Z,nKhmMHcfJpI
@vinho-fb3mk,"Tôi muốn đập phá hết tất cả các nhà thờ đạo thiên chúa giáo ở đất nước việt nam, và giết những kẻ sống ác ở đạo thiên chúa giáo để trừ hại cho dân, thay trời hành đạo đại khai sác giới",1,2025-09-16T00:40:48Z,nKhmMHcfJpI
@giac-quan-thu-6,Tên của chủ Kênh thì ĐẠO SĨ nhưng ăn nói còn thua xa cả những đứa VÔ H.Ọ.C T.H.Ứ.C....Tại sao.? trong số 100 thằng nói đang bôi nhọ nói xấu Đaọ Công Giáo thì lại hết cả 100 thằng đều là Thầy Chùa của Đạo Phật và ngược lại không có 1 Linh Mục nào mà đi nói xấu Đạo Phât cả.,0,2025-09-15T05:46:51Z,nKhmMHcfJpI
@ngdsag875,Một tiền đề rất nguy hiểm.,0,2025-09-15T05:41:05Z,nKhmMHcfJpI
@the_azure_wanderer,I myself am a Catholic Viet here but I’d never be traitorous to the country that has nurtured me.,0,2025-09-14T16:52:46Z,nKhmMHcfJpI
@Ghi-w3c,Tôi giòng họ nhà tôi đều là can bộ có ích cho xã hội ông đang chia rẽ đó,0,2025-09-14T15:23:13Z,nKhmMHcfJpI
@Ghi-w3c,Sao bạn nói khô khan vậy,0,2025-09-14T15:20:33Z,nKhmMHcfJpI
@tranphuong-uj5pf,Tên bình luận viên cố tình châm trích đạo và chia rẻ giữa đạo và đời ....Hắn đã bị tẩy não ăn tới tủy luôn rồi ....lại đi tôn thờ ông Hồ tay sai của Tàu Cộng ....,0,2025-09-13T05:51:10Z,nKhmMHcfJpI
