author,text,likeCount,publishedAt,video_id
@VuAnCoThat369,Rất cám ơn mọi người đã ủng hộ video này. Mong rằng các bạn sẽ ấn 1 Follow để kênh mình sớm đạt 10k Follow với ạ. Bọn mình sẽ rất biết ơn vì điều đó.,296,2023-12-05T07:23:09Z,2QLgJblhYiE
@gjjgfyiu5le5d4y3,"Thí chủ có biết bần tăng là ai ko, bần tăng xin, trân trọng giới hạn, là họ hàn của đường gia tăng quê ở sóc trăng, tên là thích đủ thứ bần tăng thích tất cả cái gì trên đời😂😂😂😂",20,2023-12-05T09:04:51Z,2QLgJblhYiE
@tonyphuonghuynh8221,"@gjjgfyiu5le5d4y3Doc qua BL la biet ngay t tre trau that hoc ,ngu dot va Dan don roi nha ,,viet chinh ta con ko dung ma cung bon Chen vao comment  La Ho Hang chu ko Phai La Ho Han nhe ,,,chu Han Day la cai Hom De Chon May Day nhe ,,,Dung la benh hoan ,Than kinh ,,,do dien ,,,,ok,,,,,,",0,2023-12-05T10:37:04Z,2QLgJblhYiE
@HungLuongViet-px4um,"<a href=""https://www.youtube.com/watch?v=2QLgJblhYiE&amp;t=244"">4:04</a>",7,2023-12-06T01:18:00Z,2QLgJblhYiE
@TuanDangtony69,​@HungLuongViet-px4umvậy chủ trì ngươi chịu liếm đích chờ không hả hả,0,2023-12-07T04:12:06Z,2QLgJblhYiE
@Duyvegan,Tôi rất thích kênh của bánh. Hãy nói thật để chấn chỉnh đạo đức làm người để cho cuộc sống này tin tưởng vào giáo lý đạo Phật.  Phật chỉ dạy cho con người học tập đạo đức chứ không phải cúng bái cầu xin bạn nhỉ. Có rất nhiều câu chuyện và các cuộc gieo duyên của các sư thầy muốn nói lên thực tại của những con người đang tu giả. Bạn có e mail gửi cho bạn để thêm tài sản cho kênh và xã hội nhind nhận lại Phật giáo. Kính lỗi bạn,6,2023-12-07T23:55:32Z,2QLgJblhYiE
@nguyenlua350,Ở trong chùa mà còn như vậy nói chi người ngoài đời không loạn lên sao được,4,2023-12-11T04:33:05Z,2QLgJblhYiE
@lylynguyen2997,Bạn như mình,1,2023-12-12T05:37:35Z,2QLgJblhYiE
@trieule1114,"cái này là người tác giả làm clip đẻ câu lai thôi, chứ câu chuyển này ko phải là thât",3,2023-12-12T07:39:53Z,2QLgJblhYiE
@PhuongMai-jq3hb,​,1,2023-12-13T08:09:23Z,2QLgJblhYiE
@HangKhach-yj7xr,​@gjjgfyiu5le5d4y30 059,0,2023-12-13T08:16:26Z,2QLgJblhYiE
@khachab7344,"<a href=""https://www.youtube.com/watch?v=2QLgJblhYiE&amp;t=718"">11:58</a> <a href=""https://www.youtube.com/watch?v=2QLgJblhYiE&amp;t=718"">11:58</a> <a href=""https://www.youtube.com/watch?v=2QLgJblhYiE&amp;t=732"">12:12</a>",0,2023-12-15T07:13:19Z,2QLgJblhYiE
@cuongnguyenvan2436,​@Duyvegan😊😊😊😊😊😊😊,0,2023-12-15T20:06:59Z,2QLgJblhYiE
@cuongnguyenvan2436,​@Duyvegan😊,0,2023-12-15T20:08:19Z,2QLgJblhYiE
@CanhCanh-et7tp,​,0,2023-12-16T02:48:02Z,2QLgJblhYiE
@tranhuuphucp,​@nguyenlua3504,0,2023-12-16T07:37:24Z,2QLgJblhYiE
@ThuHaNguyen-kd5iv,Nói sai phải tội tày trời <br>Mất hết phước báu,5,2023-12-16T12:25:48Z,2QLgJblhYiE
@ThuHaNguyen-kd5iv,Mình tu tại tâm không lên nói sấu người khác. Nam mô a di đà Phật,3,2023-12-16T12:30:02Z,2QLgJblhYiE
@quyvan1487,Pp9oooooo9pp00l0oooolooooolllllllllllllll,0,2023-12-17T08:22:11Z,2QLgJblhYiE
@thangquyet1232,😊,0,2023-12-18T07:21:48Z,2QLgJblhYiE
@thangquyet1232,​@89😢gjjgfyiu5le5d4y3,0,2023-12-18T07:25:57Z,2QLgJblhYiE
@dattran-ph6jy,Tu bằng lỗ,0,2023-12-18T10:04:15Z,2QLgJblhYiE
