"avatarThumbnail","cid","createTime","createTimeISO","detailedMentions/0/nickName","detailedMentions/0/profileUrl","detailedMentions/0/secUid","detailedMentions/0/userId","detailedMentions/1/nickName","detailedMentions/1/profileUrl","detailedMentions/1/secUid","detailedMentions/1/userId","detailedMentions/2/nickName","detailedMentions/2/profileUrl","detailedMentions/2/secUid","detailedMentions/2/userId","detailedMentions/3/nickName","detailedMentions/3/profileUrl","detailedMentions/3/secUid","detailedMentions/3/userId","detailedMentions/4/nickName","detailedMentions/4/profileUrl","detailedMentions/4/secUid","detailedMentions/4/userId","diggCount","input","likedByAuthor","mentions/0","mentions/1","mentions/2","mentions/3","mentions/4","pinnedByAuthor","repliesToId","replyCommentTotal","submittedVideoUrl","text","uid","uniqueId","videoWebUrl"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/52e643fa9a38971bc8e2917106eb6bdb~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=de890a9a&x-expires=1762754400&x-signature=6NfcPe%2FavPWNJ%2Fe5oAW97RstE5M%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7394636050608243464","1721697890","2024-07-23T01:24:50.000Z",,,,,,,,,,,,,,,,,,,,,"5053","https://www.tiktok.com/@odaycosaobymznews/video/7394450152624229650?q=huy%20ma&t=1762337639196","false",,,,,,"false",,"48","https://www.tiktok.com/@odaycosaobymznews/video/7394450152624229650?q=huy%20ma&t=1762337639196","Hãy nhìn huyền thoại bóng rổ Micheal Jordan vượt qua căn bệnh thế kỷ này như thế nào. Hãy cố lên KHÔNG BỎ CUỘC","7313199199481824258","nguynpht7236","https://www.tiktok.com/@odaycosaobymznews/video/7394450152624229650"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/e6d2615ff6306ec79bb394fc4b462758~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4efd97cf&x-expires=1762754400&x-signature=vPoNnQ9utnRhd6TnDgcXYiIGc50%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7394477481283814152","1721660960","2024-07-22T15:09:20.000Z",,,,,,,,,,,,,,,,,,,,,"2862","https://www.tiktok.com/@odaycosaobymznews/video/7394450152624229650?q=huy%20ma&t=1762337639196","false",,,,,,"false",,"0","https://www.tiktok.com/@odaycosaobymznews/video/7394450152624229650?q=huy%20ma&t=1762337639196","Ả dg bị mất bìh tĩh ả hưởg tâm lý mog mng đừh côg kích và động viên ả hơn…","6618049996607127554","enviz66","https://www.tiktok.com/@odaycosaobymznews/video/7394450152624229650"
"https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/5de6e51b8d930b411c92f7f6a960e6b5~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=446283c3&x-expires=1762754400&x-signature=lvixcy6uIzsfaL9my%2Fiykkvh44I%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7394539479677403912","1721675398","2024-07-22T19:09:58.000Z",,,,,,,,,,,,,,,,,,,,,"4114","https://www.tiktok.com/@odaycosaobymznews/video/7394450152624229650?q=huy%20ma&t=1762337639196","false",,,,,,"false",,"66","https://www.tiktok.com/@odaycosaobymznews/video/7394450152624229650?q=huy%20ma&t=1762337639196","bệnh thế kỷ dù gì cũng có thuốc ngăn chặn nó lại thời gian còn lại rất nhiều hơn 10 năm bạn ạ, chứ bị UT là ko có thời gian đâu, nên lạc quan lên bạn","7177400216142840833","trunghaf85","https://www.tiktok.com/@odaycosaobymznews/video/7394450152624229650"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/ad8712615ad2d33fdfc6fffedb816e33~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7276af41&x-expires=1762754400&x-signature=WpdWYPjObsES6VON2p4Eil3BdZw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7394533239060841234","1721673945","2024-07-22T18:45:45.000Z",,,,,,,,,,,,,,,,,,,,,"1812","https://www.tiktok.com/@odaycosaobymznews/video/7394450152624229650?q=huy%20ma&t=1762337639196","false",,,,,,"false",,"24","https://www.tiktok.com/@odaycosaobymznews/video/7394450152624229650?q=huy%20ma&t=1762337639196","ông này trong tiệm bánh hoàng tử bé vai thằng con của ông gì thay 1 đống vợ ấy","6551228333161857025","quyenpi2k3","https://www.tiktok.com/@odaycosaobymznews/video/7394450152624229650"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/81abdcbe47d13b0bac78faf481ec1ee9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=853d79ee&x-expires=1762754400&x-signature=FgJF0ydGvx1qP9DxBK74l0aM3ik%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7394476074203153170","1721660630","2024-07-22T15:03:50.000Z",,,,,,,,,,,,,,,,,,,,,"654","https://www.tiktok.com/@odaycosaobymznews/video/7394450152624229650?q=huy%20ma&t=1762337639196","false",,,,,,"false",,"20","https://www.tiktok.com/@odaycosaobymznews/video/7394450152624229650?q=huy%20ma&t=1762337639196","là ổng bệnh gì vâyh","6970559766603662337","tyfh0206","https://www.tiktok.com/@odaycosaobymznews/video/7394450152624229650"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/4a56b29704df73a6ddb29a2cf2121a17~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2033c839&x-expires=1762754400&x-signature=b%2By19Enh9nqmewt2zz098IBQt30%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7394605623734387464","1721690812","2024-07-22T23:26:52.000Z",,,,,,,,,,,,,,,,,,,,,"34","https://www.tiktok.com/@odaycosaobymznews/video/7394450152624229650?q=huy%20ma&t=1762337639196","false",,,,,,"false",,"5","https://www.tiktok.com/@odaycosaobymznews/video/7394450152624229650?q=huy%20ma&t=1762337639196","🙄điều trị và uống thuốc vẩn ổn mà ta... sao để tình trạng tệ đến zậy nhỉ","6952394508260688898","tamti2605","https://www.tiktok.com/@odaycosaobymznews/video/7394450152624229650"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/8b32a0124943c5bd09bb7f41deb84896~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e3d0fdc0&x-expires=1762754400&x-signature=ui1pTKSBZmeJuHOmAiSBkaqmLH8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7394479136913933064","1721661347","2024-07-22T15:15:47.000Z",,,,,,,,,,,,,,,,,,,,,"331","https://www.tiktok.com/@odaycosaobymznews/video/7394450152624229650?q=huy%20ma&t=1762337639196","false",,,,,,"false",,"55","https://www.tiktok.com/@odaycosaobymznews/video/7394450152624229650?q=huy%20ma&t=1762337639196","Bệnh đó s trị","67394712970","hoangtrang200497","https://www.tiktok.com/@odaycosaobymznews/video/7394450152624229650"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/1848fa7576f846d67f09fbbbaa74106e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=adad5c10&x-expires=1762754400&x-signature=QQIiI2lU7mCHoU7owxizI8CCxrE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7394469601399178002","1721659134","2024-07-22T14:38:54.000Z",,,,,,,,,,,,,,,,,,,,,"1806","https://www.tiktok.com/@odaycosaobymznews/video/7394450152624229650?q=huy%20ma&t=1762337639196","false",,,,,,"false",,"10","https://www.tiktok.com/@odaycosaobymznews/video/7394450152624229650?q=huy%20ma&t=1762337639196","Cố lên a nhé, chúc a sớm khỏi bệnh","7026916798177494043","yeuhok_iuthoi","https://www.tiktok.com/@odaycosaobymznews/video/7394450152624229650"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/41190d22967f84d6da880caeb3847efc~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6e0c4a86&x-expires=1762754400&x-signature=hJgZfO5ny%2BDFWlVwqKAW9L8%2BSdI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7394694213034115858","1721711437","2024-07-23T05:10:37.000Z",,,,,,,,,,,,,,,,,,,,,"36","https://www.tiktok.com/@odaycosaobymznews/video/7394450152624229650?q=huy%20ma&t=1762337639196","false",,,,,,"false",,"3","https://www.tiktok.com/@odaycosaobymznews/video/7394450152624229650?q=huy%20ma&t=1762337639196","Chơi group nhiều á thấy trên X","6912302515493897217","hieutony1996","https://www.tiktok.com/@odaycosaobymznews/video/7394450152624229650"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/9c480928b783c7d3afdacd9a68fe0493~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4e8c98e8&x-expires=1762754400&x-signature=dQHB3xpbkEl5bWO%2B%2Bxo9eardO6Q%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7394499934877909761","1721666203","2024-07-22T16:36:43.000Z",,,,,,,,,,,,,,,,,,,,,"13","https://www.tiktok.com/@odaycosaobymznews/video/7394450152624229650?q=huy%20ma&t=1762337639196","false",,,,,,"false",,"7","https://www.tiktok.com/@odaycosaobymznews/video/7394450152624229650?q=huy%20ma&t=1762337639196","Nhìn vẫn giống như bth nhỉ","6684079261068837889","quang_anh30","https://www.tiktok.com/@odaycosaobymznews/video/7394450152624229650"
