"avatarThumbnail","cid","createTime","createTimeISO","detailedMentions/0/nickName","detailedMentions/0/profileUrl","detailedMentions/0/secUid","detailedMentions/0/userId","detailedMentions/1/nickName","detailedMentions/1/profileUrl","detailedMentions/1/secUid","detailedMentions/1/userId","detailedMentions/2/nickName","detailedMentions/2/profileUrl","detailedMentions/2/secUid","detailedMentions/2/userId","diggCount","input","likedByAuthor","mentions/0","mentions/1","mentions/2","pinnedByAuthor","repliesToId","replyCommentTotal","submittedVideoUrl","text","uid","uniqueId","videoWebUrl"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/13ce3d6e37a51f2affe6ce5bb8da89a1~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=58dd68a9&x-expires=1762239600&x-signature=T%2FW2qQ%2Bkyaeh9pFIZZqLfBHy0zU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7315586947736109826","1703292858","2023-12-23T00:54:18.000Z",,,,,,,,,,,,,"314","https://www.tiktok.com/@s0lamanha/video/7306070409013660946?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false",,,,"false",,"27","https://www.tiktok.com/@s0lamanha/video/7306070409013660946?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","Nam Bắc 1 nhà 👍","7271633813314028550","psychopath25709","https://www.tiktok.com/@s0lamanha/video/7306070409013660946"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7284654284589924354~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e5653b6b&x-expires=1762239600&x-signature=n0Wt7nDfrgQdJ87kynmYCxZzLIA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7314921977033245458","1703138008","2023-12-21T05:53:28.000Z",,,,,,,,,,,,,"6","https://www.tiktok.com/@s0lamanha/video/7306070409013660946?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false",,,,"false",,"0","https://www.tiktok.com/@s0lamanha/video/7306070409013660946?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","t ng Nam mà quý ng Bắc vãi ò, nch nghe cười xỉu 😂","7284654151530628097","trung.nuong","https://www.tiktok.com/@s0lamanha/video/7306070409013660946"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/d4925f2e93333caa32b6af2a6d272ca8~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=78b99e30&x-expires=1762239600&x-signature=YGlONCi7zfGQrmGvrVZgnimiuGc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7314662705901912840","1703077642","2023-12-20T13:07:22.000Z",,,,,,,,,,,,,"9","https://www.tiktok.com/@s0lamanha/video/7306070409013660946?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false",,,,"false",,"1","https://www.tiktok.com/@s0lamanha/video/7306070409013660946?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","t toàn thấy mấy đứa nói parky,namky toàn wibu","6851104990065509377","usercv2qek69cn","https://www.tiktok.com/@s0lamanha/video/7306070409013660946"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/98ebb032f832333e8535549ebb8a8414~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5da01663&x-expires=1762239600&x-signature=3pCfeOeu5AhL%2BDHBsXu4W2NCMeQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7315810788056630017","1703344957","2023-12-23T15:22:37.000Z",,,,,,,,,,,,,"5","https://www.tiktok.com/@s0lamanha/video/7306070409013660946?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false",,,,"false",,"2","https://www.tiktok.com/@s0lamanha/video/7306070409013660946?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","bắt đc rất nhiều cali con trong này sợ quá😰","6924214214816269314","pressingsvricon2510","https://www.tiktok.com/@s0lamanha/video/7306070409013660946"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/a328c649e8f22b41b10ec0a0e83567f2~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c8d2af4e&x-expires=1762239600&x-signature=NTqBIFuNgr%2B6isr5ElFpETg7xXw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7315627148860031746","1703305837","2023-12-23T04:30:37.000Z",,,,,,,,,,,,,"11","https://www.tiktok.com/@s0lamanha/video/7306070409013660946?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false",,,,"false",,"9","https://www.tiktok.com/@s0lamanha/video/7306070409013660946?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","tận 75k nhiều tiền quá","7246232237431292934","munzi2010","https://www.tiktok.com/@s0lamanha/video/7306070409013660946"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/4daec523f3cffe787ff3f4ed9d151901~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e908de7c&x-expires=1762239600&x-signature=unmSVH%2BG59QPwS8rXf82EtGGLEQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7314807625580053250","1703111413","2023-12-20T22:30:13.000Z",,,,,,,,,,,,,"8","https://www.tiktok.com/@s0lamanha/video/7306070409013660946?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false",,,,"false",,"4","https://www.tiktok.com/@s0lamanha/video/7306070409013660946?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","Trung bình mấy thằng nói : parky,namki là batman","6916028093128786946","nguyen_2906","https://www.tiktok.com/@s0lamanha/video/7306070409013660946"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/9c5fdcc5357e94e24a7b374f71b78d2b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ce04a560&x-expires=1762239600&x-signature=9%2BelAn%2BpzodpbhvZ3aMfF4k%2BbSU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7335083112445117204","1707832187","2024-02-13T13:49:47.000Z",,,,,,,,,,,,,"3","https://www.tiktok.com/@s0lamanha/video/7306070409013660946?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false",,,,"false",,"0","https://www.tiktok.com/@s0lamanha/video/7306070409013660946?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","❎Parky
❎Namky
✔Việt Nam","7084394472695710722","dumuducb_11","https://www.tiktok.com/@s0lamanha/video/7306070409013660946"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/776ccd63fa97a0bcaafa2ad375f94d00~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4d382ac9&x-expires=1762239600&x-signature=nO%2FW7avGQgqOyPBJxbtinqzPIko%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7319035779232465666","1704095831","2024-01-01T07:57:11.000Z",,,,,,,,,,,,,"4","https://www.tiktok.com/@s0lamanha/video/7306070409013660946?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false",,,,"false",,"2","https://www.tiktok.com/@s0lamanha/video/7306070409013660946?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","Genz hỏng hết r 😩😩","7114920894673257473","perlochehe","https://www.tiktok.com/@s0lamanha/video/7306070409013660946"
"https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/157a65a9067be3ff167a6cc9bb858d3c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=369ddbc5&x-expires=1762239600&x-signature=kuQJhRNQ4tsIi%2B0c5PFpf8%2BbQ5U%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7314925462357558018","1703138824","2023-12-21T06:07:04.000Z",,,,,,,,,,,,,"4","https://www.tiktok.com/@s0lamanha/video/7306070409013660946?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false",,,,"false",,"4","https://www.tiktok.com/@s0lamanha/video/7306070409013660946?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","t ko hiểu parky, namkiki, cali
là gì vậy ạ=))","6831465760419791873","meoiiu_10","https://www.tiktok.com/@s0lamanha/video/7306070409013660946"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/59b150af7c0eecc1d53c38583ecaf988~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a282a10f&x-expires=1762239600&x-signature=g2U%2BSQJdMx%2F3CkQt9OsLrh6xNAQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7327336362359718664","1706028450","2024-01-23T16:47:30.000Z",,,,,,,,,,,,,"1","https://www.tiktok.com/@s0lamanha/video/7306070409013660946?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false",,,,"false",,"0","https://www.tiktok.com/@s0lamanha/video/7306070409013660946?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","Đặc sản parky","7115421416330593307","xuan_luongvip","https://www.tiktok.com/@s0lamanha/video/7306070409013660946"
