"avatarThumbnail","cid","createTime","createTimeISO","detailedMentions/0/nickName","detailedMentions/0/profileUrl","detailedMentions/0/secUid","detailedMentions/0/userId","diggCount","input","likedByAuthor","mentions/0","pinnedByAuthor","repliesToId","replyCommentTotal","submittedVideoUrl","text","uid","uniqueId","videoWebUrl"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/9fb5e1a28c95a8d468c41703c329d3db~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2e35992a&x-expires=1762236000&x-signature=1hiTYHso1Kh1wZ2%2BwMV4c8NH%2Fw4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7562512715487380242","1760784708","2025-10-18T10:51:48.000Z",,,,,"3","https://www.tiktok.com/@tin24h_tiktok/video/7307780856230235399?q=parky&t=1740814983346","false",,"false",,"1","https://www.tiktok.com/@tin24h_tiktok/video/7307780856230235399?q=parky&t=1740814983346","con j v mn?","7486485478306006023","skibidi_sigma25nig","https://www.tiktok.com/@tin24h_tiktok/video/7307780856230235399"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7fb159e2edb841255ada6432a6c42aa3~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=956de357&x-expires=1762236000&x-signature=Qw5XSJ6wjfhYGs9jBdYo%2B9SPjso%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7496288889428296456","1745365812","2025-04-22T23:50:12.000Z",,,,,"10","https://www.tiktok.com/@tin24h_tiktok/video/7307780856230235399?q=parky&t=1740814983346","false",,"false",,"2","https://www.tiktok.com/@tin24h_tiktok/video/7307780856230235399?q=parky&t=1740814983346","Parky khóc","7080030707189580846","riceyyywhatsgood","https://www.tiktok.com/@tin24h_tiktok/video/7307780856230235399"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/8ba4e7e7050e5f01b9ce22c1e92e672b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1f4cf97a&x-expires=1762236000&x-signature=l16%2F4GE4sX8eXbK0xF4qgT7q%2B2M%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7497238842963395348","1745586964","2025-04-25T13:16:04.000Z",,,,,"10","https://www.tiktok.com/@tin24h_tiktok/video/7307780856230235399?q=parky&t=1740814983346","false",,"false",,"4","https://www.tiktok.com/@tin24h_tiktok/video/7307780856230235399?q=parky&t=1740814983346","Praky ơiiiiiiiii","7157164415983715354","midnighit0","https://www.tiktok.com/@tin24h_tiktok/video/7307780856230235399"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/9fd64f3ce6851c06e02f5107ff3da481~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c21e56d0&x-expires=1762236000&x-signature=Jpi%2BMtAcsLjnpZidTCZbBhDeeRQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7494218834401002257","1744883809","2025-04-17T09:56:49.000Z",,,,,"5","https://www.tiktok.com/@tin24h_tiktok/video/7307780856230235399?q=parky&t=1740814983346","false",,"false",,"2","https://www.tiktok.com/@tin24h_tiktok/video/7307780856230235399?q=parky&t=1740814983346","parky khóc than 😅😂","7382483014167462918","cheolypham","https://www.tiktok.com/@tin24h_tiktok/video/7307780856230235399"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/328b6fdf3fa0708a0676825d638cffa0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=dd23a6c3&x-expires=1762236000&x-signature=kf1moZQgSNpaiYDDlUSzO1Vv7nU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7496917300738867976","1745512091","2025-04-24T16:28:11.000Z",,,,,"17","https://www.tiktok.com/@tin24h_tiktok/video/7307780856230235399?q=parky&t=1740814983346","false",,"false",,"6","https://www.tiktok.com/@tin24h_tiktok/video/7307780856230235399?q=parky&t=1740814983346","hôm nay PARKY ĂN GÌ","6827826105996411906","thanhtran_2k10","https://www.tiktok.com/@tin24h_tiktok/video/7307780856230235399"
"https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7231694833415847942~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=512273ed&x-expires=1762236000&x-signature=klWAtADm1Q0GMIgvIBtTXXQ2Quw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7308009090840052498","1701528478","2023-12-02T14:47:58.000Z",,,,,"27","https://www.tiktok.com/@tin24h_tiktok/video/7307780856230235399?q=parky&t=1740814983346","false",,"false",,"4","https://www.tiktok.com/@tin24h_tiktok/video/7307780856230235399?q=parky&t=1740814983346","palky","7231694715253703685","minhle9039","https://www.tiktok.com/@tin24h_tiktok/video/7307780856230235399"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/1430fb29d3dee1c285f6116e26399afe~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=79238dd1&x-expires=1762236000&x-signature=CekzVjVEmVqDpXcHQQBx2IhEzpg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7459745941794439943","1736857474","2025-01-14T12:24:34.000Z",,,,,"3","https://www.tiktok.com/@tin24h_tiktok/video/7307780856230235399?q=parky&t=1740814983346","false",,"false",,"2","https://www.tiktok.com/@tin24h_tiktok/video/7307780856230235399?q=parky&t=1740814983346","parky","7459274104472388609","myy.nhaan.remix","https://www.tiktok.com/@tin24h_tiktok/video/7307780856230235399"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/e5d0bd603402e8c101178dc99c5ce973~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=be6af64c&x-expires=1762236000&x-signature=ukFS50UKplHYfdjqq00HRlbCXE0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7508635044124328712","1748240339","2025-05-26T06:18:59.000Z",,,,,"3","https://www.tiktok.com/@tin24h_tiktok/video/7307780856230235399?q=parky&t=1740814983346","false",,"false",,"0","https://www.tiktok.com/@tin24h_tiktok/video/7307780856230235399?q=parky&t=1740814983346","parky","7322311860245791751","bulonlasothich","https://www.tiktok.com/@tin24h_tiktok/video/7307780856230235399"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/6535634b8d63ce01328251ca1b70fa28~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=656a22d0&x-expires=1762236000&x-signature=%2FBOzguMQc33rdVM9ELYFLcQTMxw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7402063988572242696","1723427329","2024-08-12T01:48:49.000Z",,,,,"8","https://www.tiktok.com/@tin24h_tiktok/video/7307780856230235399?q=parky&t=1740814983346","false",,"false",,"0","https://www.tiktok.com/@tin24h_tiktok/video/7307780856230235399?q=parky&t=1740814983346","Nước Việt Nam là một, dân tộc Việt Nam là một, sông có thể cạn, núi có thể mòn song chân lý ấy không bao giờ thay đổi !!!","7341394965244773381","hinho15677","https://www.tiktok.com/@tin24h_tiktok/video/7307780856230235399"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/ef9cff3167c879d5215ea1dc452a985c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=341c3773&x-expires=1762236000&x-signature=wODx7UkQyfwDJDwsHHK40q%2B8to0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7404155819754128144","1723914372","2024-08-17T17:06:12.000Z",,,,,"17","https://www.tiktok.com/@tin24h_tiktok/video/7307780856230235399?q=parky&t=1740814983346","false",,"false",,"13","https://www.tiktok.com/@tin24h_tiktok/video/7307780856230235399?q=parky&t=1740814983346","parky qua quá nè😁","7395437492642956305","tin.khng.li40","https://www.tiktok.com/@tin24h_tiktok/video/7307780856230235399"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/cfa34aa5b4b5c6ab82eb02904ea75f2d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6bd04ec5&x-expires=1762236000&x-signature=zyrdIizk%2BLc1StxE3nrzrspCmbs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7375575655943619344","1717260039","2024-06-01T16:40:39.000Z",,,,,"22","https://www.tiktok.com/@tin24h_tiktok/video/7307780856230235399?q=parky&t=1740814983346","false",,"false",,"29","https://www.tiktok.com/@tin24h_tiktok/video/7307780856230235399?q=parky&t=1740814983346","Parky","7326374535506248722","hamtruan09","https://www.tiktok.com/@tin24h_tiktok/video/7307780856230235399"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/2c58e0dda0b0efa1a27f8e1a0a68401f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=de396ed9&x-expires=1762236000&x-signature=VaOUIq4rGilNywwr21IHl%2F1W6xg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7402250525612229394","1723470757","2024-08-12T13:52:37.000Z",,,,,"15","https://www.tiktok.com/@tin24h_tiktok/video/7307780856230235399?q=parky&t=1740814983346","false",,"false",,"9","https://www.tiktok.com/@tin24h_tiktok/video/7307780856230235399?q=parky&t=1740814983346","Parky","7365394007676158981","hiphan936","https://www.tiktok.com/@tin24h_tiktok/video/7307780856230235399"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/147d08beec363ad58ce63b4ef1e04529~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=30f701f3&x-expires=1762236000&x-signature=bRl92aoPulVmSi7%2FR5bJFsg0SPM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7376624144035529480","1717504153","2024-06-04T12:29:13.000Z",,,,,"5","https://www.tiktok.com/@tin24h_tiktok/video/7307780856230235399?q=parky&t=1740814983346","false",,"false",,"2","https://www.tiktok.com/@tin24h_tiktok/video/7307780856230235399?q=parky&t=1740814983346","Parky là cái j","7333570599443121160","fgahsggs","https://www.tiktok.com/@tin24h_tiktok/video/7307780856230235399"
