"avatarThumbnail","cid","createTime","createTimeISO","detailedMentions/0/nickName","detailedMentions/0/profileUrl","detailedMentions/0/secUid","detailedMentions/0/userId","detailedMentions/1/nickName","detailedMentions/1/profileUrl","detailedMentions/1/secUid","detailedMentions/1/userId","diggCount","input","likedByAuthor","mentions/0","mentions/1","pinnedByAuthor","repliesToId","replyCommentTotal","submittedVideoUrl","text","uid","uniqueId","videoWebUrl"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/198cd33d1639e4afbcfc9d1250f6e509~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=83e201eb&x-expires=1762239600&x-signature=oF%2B5k8ULaXlowgTA4Xw53zW3k%2Fg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7406170537975825169","1724383460","2024-08-23T03:24:20.000Z",,,,,,,,,"17","https://www.tiktok.com/@duybanxoi1688/video/7405808818954702101?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","true",,,"false",,"1","https://www.tiktok.com/@duybanxoi1688/video/7405808818954702101?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","nghe ông bà mình kể hồi xưa đói khổ lắm, phải đục con cá rô cây để trước mặt để ăn ngon hơn hay sao ấy 🥰","7063028670478730241","nguyentai1093","https://www.tiktok.com/@duybanxoi1688/video/7405808818954702101"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/833fc47cb5d75facf9efdd8d3b9728f0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c654d3da&x-expires=1762239600&x-signature=YjgF0B1agxNGrt7Y0yG7U5s2wiY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7406170954030990087","1724383556","2024-08-23T03:25:56.000Z",,,,,,,,,"1","https://www.tiktok.com/@duybanxoi1688/video/7405808818954702101?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false",,,"false","7406170537975825169",,"https://www.tiktok.com/@duybanxoi1688/video/7405808818954702101?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","Chuẩn r b ơi","7090440581990073346","duybanxoi1688","https://www.tiktok.com/@duybanxoi1688/video/7405808818954702101"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/8434b4e311492395c33196d69488ea27~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=185eaff9&x-expires=1762239600&x-signature=y9TBajBPx79LwXQ5ee2RbJDOQCY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7405923352685478676","1724325906","2024-08-22T11:25:06.000Z",,,,,,,,,"19","https://www.tiktok.com/@duybanxoi1688/video/7405808818954702101?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false",,,"false",,"32","https://www.tiktok.com/@duybanxoi1688/video/7405808818954702101?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","Namky hài ác😁","7309808689795859462","n.chicx891","https://www.tiktok.com/@duybanxoi1688/video/7405808818954702101"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/833fc47cb5d75facf9efdd8d3b9728f0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c654d3da&x-expires=1762239600&x-signature=YjgF0B1agxNGrt7Y0yG7U5s2wiY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7405937055622415112","1724329095","2024-08-22T12:18:15.000Z",,,,,,,,,"40","https://www.tiktok.com/@duybanxoi1688/video/7405808818954702101?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false",,,"false","7405923352685478676",,"https://www.tiktok.com/@duybanxoi1688/video/7405808818954702101?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","Nào k phân biệt nào","7090440581990073346","duybanxoi1688","https://www.tiktok.com/@duybanxoi1688/video/7405808818954702101"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/3dfc10a98023eae1945ecd161a50abc0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d7ffcafb&x-expires=1762239600&x-signature=tXrjW7qePUje6v6%2B4%2BzajbEE1b4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7413300138863051528","1726043447","2024-09-11T08:30:47.000Z",,,,,,,,,"8","https://www.tiktok.com/@duybanxoi1688/video/7405808818954702101?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false",,,"false",,"10","https://www.tiktok.com/@duybanxoi1688/video/7405808818954702101?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","Parky","7097590561821131778","bacsibachmai","https://www.tiktok.com/@duybanxoi1688/video/7405808818954702101"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/b609760a3c03e02845fbde021eb291fb~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7ce7434e&x-expires=1762239600&x-signature=1bcYsrgxUAPWtrI4OSBxc9LgGcM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7405905549013402389","1724321761","2024-08-22T10:16:01.000Z",,,,,,,,,"10","https://www.tiktok.com/@duybanxoi1688/video/7405808818954702101?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","true",,,"false",,"9","https://www.tiktok.com/@duybanxoi1688/video/7405808818954702101?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","chx ăn cá rô đồng chiên là chx bt mĩ mị nhân gian rồi","7248835802457195521","lng.hong.anh","https://www.tiktok.com/@duybanxoi1688/video/7405808818954702101"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/833fc47cb5d75facf9efdd8d3b9728f0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c654d3da&x-expires=1762239600&x-signature=YjgF0B1agxNGrt7Y0yG7U5s2wiY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7405910881454326535","1724323000","2024-08-22T10:36:40.000Z",,,,,,,,,"5","https://www.tiktok.com/@duybanxoi1688/video/7405808818954702101?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false",,,"false","7405905549013402389",,"https://www.tiktok.com/@duybanxoi1688/video/7405808818954702101?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","10 đỉm","7090440581990073346","duybanxoi1688","https://www.tiktok.com/@duybanxoi1688/video/7405808818954702101"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/0c54ed1f9ca0632986d7cf86134c1a1a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=49035d8f&x-expires=1762239600&x-signature=mZqVtHj2Cls8pBAxprmbIFx6Q7c%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7405878370557772552","1724315433","2024-08-22T08:30:33.000Z",,,,,,,,,"14","https://www.tiktok.com/@duybanxoi1688/video/7405808818954702101?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","true",,,"false",,"50","https://www.tiktok.com/@duybanxoi1688/video/7405808818954702101?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","cá rô cây là gì vậy 😅","7189928702586323995","ko_conf_laf_em_cuar_6a15","https://www.tiktok.com/@duybanxoi1688/video/7405808818954702101"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/833fc47cb5d75facf9efdd8d3b9728f0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c654d3da&x-expires=1762239600&x-signature=YjgF0B1agxNGrt7Y0yG7U5s2wiY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7405933931633459976","1724328366","2024-08-22T12:06:06.000Z",,,,,,,,,"20","https://www.tiktok.com/@duybanxoi1688/video/7405808818954702101?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false",,,"false","7405878370557772552",,"https://www.tiktok.com/@duybanxoi1688/video/7405808818954702101?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","Tìm thử xem nhé","7090440581990073346","duybanxoi1688","https://www.tiktok.com/@duybanxoi1688/video/7405808818954702101"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/fe7e2e7eb980bb853a11b71e2ea1fe6a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1cf270fd&x-expires=1762239600&x-signature=OL6NKcapxGe%2FmX2rB6YorCZ4N0A%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7407297197048529681","1724645783","2024-08-26T04:16:23.000Z",,,,,,,,,"1","https://www.tiktok.com/@duybanxoi1688/video/7405808818954702101?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false",,,"false",,"2","https://www.tiktok.com/@duybanxoi1688/video/7405808818954702101?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","cá rô cây hiểu ý nghĩa là người xưa k có cá để ăn nên lấy gỗ để chấm nước mắm ăn với cơm để học hành tự hào quá đi người xưa chịu khổ chăm học","7026438647621878785","danhdokevin","https://www.tiktok.com/@duybanxoi1688/video/7405808818954702101"
