"avatarThumbnail","cid","createTime","createTimeISO","diggCount","input","likedByAuthor","pinnedByAuthor","repliesToId","replyCommentTotal","submittedVideoUrl","text","uid","uniqueId","videoWebUrl"
"https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/c8b198a7a2858c34884b64a3f0a4ad65~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b3e95824&x-expires=1762304400&x-signature=oICi8wjTGE%2FJM8V68AnzReWD4VI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7343648725971616514","1709826475","2024-03-07T15:47:55.000Z","0","https://www.tiktok.com/@doitaisee/video/7343479303117557010?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false","false",,"1","https://www.tiktok.com/@doitaisee/video/7343479303117557010?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","Xem lúc dịch bệnh ý,","6640310188648906753","user53037964","https://www.tiktok.com/@cuocsongdoday12/video/7343479303117557010"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7308778470350258178~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7a22cecf&x-expires=1762304400&x-signature=UzOZYNm0fdA%2BaQbHhPMfXiqd168%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7343594267548500738","1709813800","2024-03-07T12:16:40.000Z","0","https://www.tiktok.com/@doitaisee/video/7343479303117557010?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false","false",,"4","https://www.tiktok.com/@doitaisee/video/7343479303117557010?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","Bh lấy đâu ra cá rô ta nữa chứ muốn ăn cũng ko có mà ăn","7308777794913109010","trn.tm193","https://www.tiktok.com/@cuocsongdoday12/video/7343479303117557010"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/946e4e9a372299f5be3755bc22de8cdf~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=bbd0c71e&x-expires=1762304400&x-signature=dZ9dBOCgUfRfnAW99m855mcE6AQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7343614077601923847","1709818400","2024-03-07T13:33:20.000Z","0","https://www.tiktok.com/@doitaisee/video/7343479303117557010?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false","false","7343594267548500738",,"https://www.tiktok.com/@doitaisee/video/7343479303117557010?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","ăn cá rô mới sây được nhà bạn ạ 😂","7340142611824378901","cuocsongdoday12","https://www.tiktok.com/@cuocsongdoday12/video/7343479303117557010"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/48f0e05aec52d5b3a3c6e097879e987c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9cf2be40&x-expires=1762304400&x-signature=7xi%2FML17MQ9MG9LnBQt0QeCCbyI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7344214948421305090","1709958311","2024-03-09T04:25:11.000Z","0","https://www.tiktok.com/@doitaisee/video/7343479303117557010?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false","false",,"4","https://www.tiktok.com/@doitaisee/video/7343479303117557010?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","Parky đó","6697686757430838274","userqc5j0of1qk","https://www.tiktok.com/@cuocsongdoday12/video/7343479303117557010"
"https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/8baf034645e0b938ec7c8a5dd700bded~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=07d699d1&x-expires=1762304400&x-signature=r4OdcFcBwlDaJvAZIAnKQyokuMc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7352958537796469505","1711994088","2024-04-01T17:54:48.000Z","1","https://www.tiktok.com/@doitaisee/video/7343479303117557010?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false","false","7344214948421305090",,"https://www.tiktok.com/@doitaisee/video/7343479303117557010?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","ở nhà lá ăn cá dọn bể mới chịu","6972410595115418625","thivhchoccho3que","https://www.tiktok.com/@cuocsongdoday12/video/7343479303117557010"
"https://p16-common-sign.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=626e096d&x-expires=1762304400&x-signature=kaL2CfCJn8RYS81Wm7Qy0tSvbrg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7343732597774205704","1709846010","2024-03-07T21:13:30.000Z","10","https://www.tiktok.com/@doitaisee/video/7343479303117557010?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false","false",,"1","https://www.tiktok.com/@doitaisee/video/7343479303117557010?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","Namkiki lướt vội 😂","7296894989052789761","nguyenkien0999","https://www.tiktok.com/@cuocsongdoday12/video/7343479303117557010"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/9bd7de87248e4215b0dfe61c94e75765~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3d587586&x-expires=1762304400&x-signature=z4bPLFwC%2BV%2FOMg8KmVfCSfpOiQw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7343654917813666568","1709827914","2024-03-07T16:11:54.000Z","16","https://www.tiktok.com/@doitaisee/video/7343479303117557010?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","true","false",,"24","https://www.tiktok.com/@doitaisee/video/7343479303117557010?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","thôi các ông ạ... nếu ae ở trỏng họ nghĩ họ giàu hơn và hơn thua thế thì mình để họ hơn đi🤭","6555824378410713089","phuc.lam.toechi","https://www.tiktok.com/@cuocsongdoday12/video/7343479303117557010"
"https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/946e4e9a372299f5be3755bc22de8cdf~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f22db8a0&x-expires=1762304400&x-signature=IApQG2XAXzGqNghRmOZnqigdmZk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7343821239037739794","1709866640","2024-03-08T02:57:20.000Z","4","https://www.tiktok.com/@doitaisee/video/7343479303117557010?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false","false","7343654917813666568",,"https://www.tiktok.com/@doitaisee/video/7343479303117557010?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","căn bản nó cứ thích khịa á","7340142611824378901","cuocsongdoday12","https://www.tiktok.com/@cuocsongdoday12/video/7343479303117557010"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/adbe8d682fb481710be4eec2d4188c3d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=32463fea&x-expires=1762304400&x-signature=OwXQqmvmhQB1fUe2gHiRQoq5mAA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7343956241435886343","1709898068","2024-03-08T11:41:08.000Z","5","https://www.tiktok.com/@doitaisee/video/7343479303117557010?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false","false",,"2","https://www.tiktok.com/@doitaisee/video/7343479303117557010?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","namkiky là j 🤣🤣","6902838757762843650","nhi.nhi678","https://www.tiktok.com/@cuocsongdoday12/video/7343479303117557010"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/d852a104b4e5b36c19ab698200ccb6e9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2c9f9778&x-expires=1762304400&x-signature=%2BLjRgOsdoe8Z898GYYeXmqxLv40%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7343868201115222785","1709877575","2024-03-08T05:59:35.000Z","22","https://www.tiktok.com/@doitaisee/video/7343479303117557010?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false","false",,"11","https://www.tiktok.com/@doitaisee/video/7343479303117557010?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","sao tôi ở bắc mà chưa biết cá rô cây là j mà dân nam họ biết giỏi thế","7245533333445624834","mequynh0208","https://www.tiktok.com/@cuocsongdoday12/video/7343479303117557010"
