"avatarThumbnail","cid","createTime","createTimeISO","detailedMentions/0/nickName","detailedMentions/0/profileUrl","detailedMentions/0/secUid","detailedMentions/0/userId","detailedMentions/1/nickName","detailedMentions/1/profileUrl","detailedMentions/1/secUid","detailedMentions/1/userId","detailedMentions/2/nickName","detailedMentions/2/profileUrl","detailedMentions/2/secUid","detailedMentions/2/userId","detailedMentions/3/nickName","detailedMentions/3/profileUrl","detailedMentions/3/secUid","detailedMentions/3/userId","detailedMentions/4/nickName","detailedMentions/4/profileUrl","detailedMentions/4/secUid","detailedMentions/4/userId","detailedMentions/5/nickName","detailedMentions/5/profileUrl","detailedMentions/5/secUid","detailedMentions/5/userId","diggCount","input","likedByAuthor","mentions/0","mentions/1","mentions/2","mentions/3","mentions/4","mentions/5","pinnedByAuthor","repliesToId","replyCommentTotal","submittedVideoUrl","text","uid","uniqueId","videoWebUrl"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/fb0ad23bd70c05c400dfc74c9ff94404~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=87783a70&x-expires=1762308000&x-signature=7UR4XmYkAPA%2FTs0266Jzo9EUOnU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7465227229740548871","1738133679","2025-01-29T06:54:39.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"22","https://www.tiktok.com/@vuivedongian/video/7405575777019858184?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false",,,,,,,"false",,"8","https://www.tiktok.com/@vuivedongian/video/7405575777019858184?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","36 Thanh Hoá đâu r🥰🥰🥰","7349203500343378950","uongnuocdai_tu_ma_y","https://www.tiktok.com/@vuivedongian/video/7405575777019858184"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/bf9ce6cf1218253f9c420b9797e7d6be~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7946e0a4&x-expires=1762308000&x-signature=3d9B5MHhzDbSGQcAQBl4h8r%2Bjec%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7405969416162919176","1724336629","2024-08-22T14:23:49.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"131","https://www.tiktok.com/@vuivedongian/video/7405575777019858184?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false",,,,,,,"false",,"7","https://www.tiktok.com/@vuivedongian/video/7405575777019858184?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","mà con gái thanh hóa xinh lắm nha, đa số luôn đấy, gặp nhiều ng th lắm mà thai vẫn rất bth","6821527646683464706","13th2_honghai","https://www.tiktok.com/@vuivedongian/video/7405575777019858184"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/feb82902e9aaf6bb082aa94f6d7cb17c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=77004de3&x-expires=1762308000&x-signature=yEEC1crxEPm11zSG53mMoGhB8ic%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7411155786033070856","1725544177","2024-09-05T13:49:37.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"157","https://www.tiktok.com/@vuivedongian/video/7405575777019858184?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false",,,,,,,"false",,"30","https://www.tiktok.com/@vuivedongian/video/7405575777019858184?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","Ban đầu t cũng k tin đâu, chơi thân với nhau 4 năm đại học rồi mới thấm. Đúng ở đâu cũng có ng này ng kia và Hoa Thanh Quế","7038247830553003009","kip.l.hnh129","https://www.tiktok.com/@vuivedongian/video/7405575777019858184"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/c885da690d568b1c0bdf6509ffcb7e04~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=64c3c0a7&x-expires=1762308000&x-signature=cSexZfj0O8%2BtWUs2nuuo3L66j%2BQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7531795403928748807","1753632781","2025-07-27T16:13:01.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"8","https://www.tiktok.com/@vuivedongian/video/7405575777019858184?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false",,,,,,,"false",,"7","https://www.tiktok.com/@vuivedongian/video/7405575777019858184?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","Thôn Hoá Lành","7439745815055467575","xxxxhe5","https://www.tiktok.com/@vuivedongian/video/7405575777019858184"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/b34710f96565e4c5e5abede330468500~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=11ba85ec&x-expires=1762308000&x-signature=cNpmy38Wxi2el8%2FXhYWze8yBDU8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7405990469174608657","1724341536","2024-08-22T15:45:36.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"112","https://www.tiktok.com/@vuivedongian/video/7405575777019858184?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false",,,,,,,"false",,"10","https://www.tiktok.com/@vuivedongian/video/7405575777019858184?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","hoa thanh quế 😂😂😂","6936066189861159938","bolabuidat","https://www.tiktok.com/@vuivedongian/video/7405575777019858184"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/fb372d2fff2b04b93023c0ab01103237~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3c36413f&x-expires=1762308000&x-signature=VrlrVKvjHsFHC37TQTrND%2B%2B7YIo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7405596693604008711","1724249848","2024-08-21T14:17:28.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"73","https://www.tiktok.com/@vuivedongian/video/7405575777019858184?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false",,,,,,,"false",,"5","https://www.tiktok.com/@vuivedongian/video/7405575777019858184?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","anh e quê thanh hóa đâu","7365020502496576520","toi.la.banh1249","https://www.tiktok.com/@vuivedongian/video/7405575777019858184"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/209ff466b20081d8b717e4bd4a897a91~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=fae00680&x-expires=1762308000&x-signature=1mQkBEGSR3a%2BWaTE8zhOxZfLWwI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7463456854304162567","1737721476","2025-01-24T12:24:36.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"7","https://www.tiktok.com/@vuivedongian/video/7405575777019858184?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false",,,,,,,"false",,"0","https://www.tiktok.com/@vuivedongian/video/7405575777019858184?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","đọc bl đủ hiểu","7320988087865525250","minh.khang8861","https://www.tiktok.com/@vuivedongian/video/7405575777019858184"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/e9006e949c407abe0860572eacaa4996~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=72071868&x-expires=1762308000&x-signature=Wyd2mJFqdEhIEkeTNWEsjLK3oX4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7405888264017789712","1724317737","2024-08-22T09:08:57.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"13","https://www.tiktok.com/@vuivedongian/video/7405575777019858184?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false",,,,,,,"false",,"3","https://www.tiktok.com/@vuivedongian/video/7405575777019858184?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","nước láng giềng của nước ta 🥰","7010664418573255685","duong12905","https://www.tiktok.com/@vuivedongian/video/7405575777019858184"
"https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/c319e43a2ef1ebb6da6a837f29377a7c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d70ad75d&x-expires=1762308000&x-signature=WRowFAJ4wN%2FiT7%2BF0xUvFoErAVc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7406516528206938897","1724467190","2024-08-24T02:39:50.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"15","https://www.tiktok.com/@vuivedongian/video/7405575777019858184?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false",,,,,,,"false",,"5","https://www.tiktok.com/@vuivedongian/video/7405575777019858184?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","nyc t ở thanh hóa nó tồi tht luôn á nó quen t mà vẫn còn nt vs nyc lúc t vs nó ctay nó nt vs nyc trước của nó là t chỉ coi con nhỏ","7173189332864713755","ntnm_46209","https://www.tiktok.com/@vuivedongian/video/7405575777019858184"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/ef47f3faf1728ed6834924278eaa7107~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=14510b11&x-expires=1762308000&x-signature=kQirwNLFWrxBNl9Gb%2BO6aga9EEI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7412124697523684117","1725769770","2024-09-08T04:29:30.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"7","https://www.tiktok.com/@vuivedongian/video/7405575777019858184?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false",,,,,,,"false",,"0","https://www.tiktok.com/@vuivedongian/video/7405575777019858184?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","ở đâu cg có người tốt người xấu thôi nên đừng pbvm🙃","7256201151644533765","chynhhiuu","https://www.tiktok.com/@vuivedongian/video/7405575777019858184"
