"avatarThumbnail","cid","createTime","createTimeISO","detailedMentions/0/nickName","detailedMentions/0/profileUrl","detailedMentions/0/secUid","detailedMentions/0/userId","detailedMentions/1/nickName","detailedMentions/1/profileUrl","detailedMentions/1/secUid","detailedMentions/1/userId","detailedMentions/2/nickName","detailedMentions/2/profileUrl","detailedMentions/2/secUid","detailedMentions/2/userId","detailedMentions/3/nickName","detailedMentions/3/profileUrl","detailedMentions/3/secUid","detailedMentions/3/userId","detailedMentions/4/nickName","detailedMentions/4/profileUrl","detailedMentions/4/secUid","detailedMentions/4/userId","detailedMentions/5/nickName","detailedMentions/5/profileUrl","detailedMentions/5/secUid","detailedMentions/5/userId","detailedMentions/6/nickName","detailedMentions/6/profileUrl","detailedMentions/6/secUid","detailedMentions/6/userId","detailedMentions/7/nickName","detailedMentions/7/profileUrl","detailedMentions/7/secUid","detailedMentions/7/userId","detailedMentions/8/nickName","detailedMentions/8/profileUrl","detailedMentions/8/secUid","detailedMentions/8/userId","detailedMentions/9/nickName","detailedMentions/9/profileUrl","detailedMentions/9/secUid","detailedMentions/9/userId","detailedMentions/10/nickName","detailedMentions/10/profileUrl","detailedMentions/10/secUid","detailedMentions/10/userId","detailedMentions/11/nickName","detailedMentions/11/profileUrl","detailedMentions/11/secUid","detailedMentions/11/userId","detailedMentions/12/nickName","detailedMentions/12/profileUrl","detailedMentions/12/secUid","detailedMentions/12/userId","detailedMentions/13/nickName","detailedMentions/13/profileUrl","detailedMentions/13/secUid","detailedMentions/13/userId","detailedMentions/14/nickName","detailedMentions/14/profileUrl","detailedMentions/14/secUid","detailedMentions/14/userId","detailedMentions/15/nickName","detailedMentions/15/profileUrl","detailedMentions/15/secUid","detailedMentions/15/userId","diggCount","input","likedByAuthor","mentions/0","mentions/1","mentions/2","mentions/3","mentions/4","mentions/5","mentions/6","mentions/7","mentions/8","mentions/9","mentions/10","mentions/11","mentions/12","mentions/13","mentions/14","mentions/15","pinnedByAuthor","repliesToId","replyCommentTotal","submittedVideoUrl","text","uid","uniqueId","videoWebUrl"
"https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/29679dd0fb2bb5c9ed50c708ce7b6530~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=911a73d0&x-expires=1762304400&x-signature=7sVLfV8gm7NDoJZI7Zka6lAW4rw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7447154564773905172","1733925801","2024-12-11T14:03:21.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","https://www.tiktok.com/@realduong404/video/7438465622175943943?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false",,,,,,,,,,,,,,,,,"false",,"0","https://www.tiktok.com/@realduong404/video/7438465622175943943?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","+1 respect
em cx ng Thanh Hóa","7324625455432598529","ckg.oner22","https://www.tiktok.com/@realduong404/video/7438465622175943943"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/ce1512d606c6d11c8a863b69dd87c0f8~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=80b5bb4a&x-expires=1762304400&x-signature=j0krYFHK8HLlnYtF%2BWGNIYzFVwc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7442336551474430738","1732804016","2024-11-28T14:26:56.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","https://www.tiktok.com/@realduong404/video/7438465622175943943?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false",,,,,,,,,,,,,,,,,"false",,"0","https://www.tiktok.com/@realduong404/video/7438465622175943943?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","bình đẳng","7024137636151493659","ketamin.chill","https://www.tiktok.com/@realduong404/video/7438465622175943943"
"https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/5e772e879930b48678fd4b64719daf7f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=72cfe876&x-expires=1762304400&x-signature=v5AMwdEGlckkMrO2ADEUfOIlEKs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7442345592536597255","1732806122","2024-11-28T15:02:02.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","https://www.tiktok.com/@realduong404/video/7438465622175943943?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false",,,,,,,,,,,,,,,,,"false",,"0","https://www.tiktok.com/@realduong404/video/7438465622175943943?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","Mặc kệ drama , bởi vì tôi là chill guy","7134911216079062021","bacnguyet241204","https://www.tiktok.com/@realduong404/video/7438465622175943943"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/79729aa08fa69a75c8a0cd84b807bc28~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=66ebadf2&x-expires=1762304400&x-signature=ddUeJt0VnY15qLAv3NV4Pf0U5FY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7453461373960979201","1735394218","2024-12-28T13:56:58.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","https://www.tiktok.com/@realduong404/video/7438465622175943943?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false",,,,,,,,,,,,,,,,,"false",,"0","https://www.tiktok.com/@realduong404/video/7438465622175943943?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","bác này cùng quê 🥰","7375915976540488710","loverchigiri126","https://www.tiktok.com/@realduong404/video/7438465622175943943"
"https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/85c7cf287d68f1b54ccf2071eb69a3ef~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=393b618f&x-expires=1762304400&x-signature=GGjH3tNoKTCXAlEqW5U%2F0U8srlc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7507295732657095441","1747928513","2025-05-22T15:41:53.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","https://www.tiktok.com/@realduong404/video/7438465622175943943?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false",,,,,,,,,,,,,,,,,"false",,"0","https://www.tiktok.com/@realduong404/video/7438465622175943943?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","Em cx là người gốc thanh hoá, em cx hiểu cảm giác bị pbvm","7453069660227306502","onimai_edit","https://www.tiktok.com/@realduong404/video/7438465622175943943"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/ff5c5100b321bb27835edfffddcc8149~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5534deb5&x-expires=1762304400&x-signature=C63zNw6qjmGUb5uf9AijzwQD7VI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7491539524288348935","1744259981","2025-04-10T04:39:41.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","https://www.tiktok.com/@realduong404/video/7438465622175943943?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false",,,,,,,,,,,,,,,,,"false",,"0","https://www.tiktok.com/@realduong404/video/7438465622175943943?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","video ma sói của bác😭😭😭😭","6997908963359032321","nvanh101106","https://www.tiktok.com/@realduong404/video/7438465622175943943"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/388e147038b4b3c965652abd5eead029~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=01618ab1&x-expires=1762304400&x-signature=n031BjfN1tLoZ%2BI2MK579Bkidtk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7456332206349583122","1736062632","2025-01-05T07:37:12.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","https://www.tiktok.com/@realduong404/video/7438465622175943943?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false",,,,,,,,,,,,,,,,,"false",,"0","https://www.tiktok.com/@realduong404/video/7438465622175943943?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","t chơi LQ bị pbvm nó bảo là....","7389499830392226834","rinitoshisaebrother","https://www.tiktok.com/@realduong404/video/7438465622175943943"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/324ee343448b07906736c2b8b87f8be3~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ca6c8b4e&x-expires=1762304400&x-signature=WXR1r0BgCkQ5bqyWVQlJ1aDUpRM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7455633839390917394","1735900032","2025-01-03T10:27:12.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","https://www.tiktok.com/@realduong404/video/7438465622175943943?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false",,,,,,,,,,,,,,,,,"false",,"0","https://www.tiktok.com/@realduong404/video/7438465622175943943?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","e cx thanh hoá a oiii","7056745941886632962","dyqcryifc21t","https://www.tiktok.com/@realduong404/video/7438465622175943943"
"https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/cf63816bd2b9c713afda63e2932cdbfc~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3dc9d813&x-expires=1762304400&x-signature=ZhFpCalFUbI%2BHwMgMn7Z1HmX%2F6g%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7465943668625818384","1738300485","2025-01-31T05:14:45.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","https://www.tiktok.com/@realduong404/video/7438465622175943943?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false",,,,,,,,,,,,,,,,,"false",,"0","https://www.tiktok.com/@realduong404/video/7438465622175943943?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","Nem chua Thanh Hóa ăn ngon vãi 🤓👆","7077009864543388674","truongkobeo69","https://www.tiktok.com/@realduong404/video/7438465622175943943"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/02ad8e33ebd1b8e564b2d7c3070df3d5~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7b7a689a&x-expires=1762304400&x-signature=2pdQcYJLUdkYJDGgilAJo4KWEu8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7438573975721509648","1731927976","2024-11-18T11:06:16.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1749","https://www.tiktok.com/@realduong404/video/7438465622175943943?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","false",,,,,,,,,,,,,,,,,"false",,"38","https://www.tiktok.com/@realduong404/video/7438465622175943943?is_from_webapp=1&sender_device=pc&web_id=7481499603772671496","Người Thanh Hoá thân thiện mà","7417507906449540102","nguyenthinh19771","https://www.tiktok.com/@realduong404/video/7438465622175943943"
