"avatarThumbnail","cid","createTime","createTimeISO","detailedMentions/0/nickName","detailedMentions/0/profileUrl","detailedMentions/0/secUid","detailedMentions/0/userId","detailedMentions/1/nickName","detailedMentions/1/profileUrl","detailedMentions/1/secUid","detailedMentions/1/userId","detailedMentions/2/nickName","detailedMentions/2/profileUrl","detailedMentions/2/secUid","detailedMentions/2/userId","detailedMentions/3/nickName","detailedMentions/3/profileUrl","detailedMentions/3/secUid","detailedMentions/3/userId","detailedMentions/4/nickName","detailedMentions/4/profileUrl","detailedMentions/4/secUid","detailedMentions/4/userId","detailedMentions/5/nickName","detailedMentions/5/profileUrl","detailedMentions/5/secUid","detailedMentions/5/userId","detailedMentions/6/nickName","detailedMentions/6/profileUrl","detailedMentions/6/secUid","detailedMentions/6/userId","detailedMentions/7/nickName","detailedMentions/7/profileUrl","detailedMentions/7/secUid","detailedMentions/7/userId","detailedMentions/8/nickName","detailedMentions/8/profileUrl","detailedMentions/8/secUid","detailedMentions/8/userId","detailedMentions/9/nickName","detailedMentions/9/profileUrl","detailedMentions/9/secUid","detailedMentions/9/userId","diggCount","input","likedByAuthor","mentions/0","mentions/1","mentions/2","mentions/3","mentions/4","mentions/5","mentions/6","mentions/7","mentions/8","mentions/9","pinnedByAuthor","repliesToId","replyCommentTotal","submittedVideoUrl","text","uid","uniqueId","videoWebUrl"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/7072300421137563675~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9fa4e762&x-expires=1762221600&x-signature=3rYJsuDKNV0JE5zAEULmdstXiew%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7512287314078188306","1749090697","2025-06-05T02:31:37.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"219","https://www.tiktok.com/@thangthodung86/video/7512156992677432594?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","false",,,,,,,,,,,"false",,"17","https://www.tiktok.com/@thangthodung86/video/7512156992677432594?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","tội lỗi là do con người không phải do đạo","7068300746210690049","luado206","https://www.tiktok.com/@thangthodung86/video/7512156992677432594"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/e0851ab9c559f0c413f38908789e62d0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=35dfa6bf&x-expires=1762221600&x-signature=Lfvq6R1o0WV61XmQyA8p8j9tjuY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7513110669849576210","1749282401","2025-06-07T07:46:41.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30","https://www.tiktok.com/@thangthodung86/video/7512156992677432594?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","false",,,,,,,,,,,"false",,"9","https://www.tiktok.com/@thangthodung86/video/7512156992677432594?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","T chả biết như nào nhưng mà trẻ con CG bgio cũng ngoan hơn bên lương, kể cả các cô giáo cũng công nhận dạy trẻ bên CG cũng dễ bảo hơn bên lương","7493175858342151175","gianglinh098","https://www.tiktok.com/@thangthodung86/video/7512156992677432594"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/bff49f3547504dfc64ee4cdca9cfb664~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=aa01a909&x-expires=1762221600&x-signature=JFioDP5wzG2qUT1zyBQmI44xL24%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7512247959158211335","1749081541","2025-06-04T23:59:01.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6","https://www.tiktok.com/@thangthodung86/video/7512156992677432594?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","false",,,,,,,,,,,"false",,"2","https://www.tiktok.com/@thangthodung86/video/7512156992677432594?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","Cái thời cải cách hẹo bao nhiêu người ta thì chả ai thèm nhắc đến, đến Bác còn phải xin lỗi nhưng mấy đứa redbull ko dám nhắc đâu 🤡🤡","6708177802434724865","topping14599","https://www.tiktok.com/@thangthodung86/video/7512156992677432594"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7295942685607591944~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=307531ea&x-expires=1762221600&x-signature=NmX3sHFt242YOKzXK1oHaTwxld8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7512238959394931457","1749079469","2025-06-04T23:24:29.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"71","https://www.tiktok.com/@thangthodung86/video/7512156992677432594?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","false",,,,,,,,,,,"false",,"6","https://www.tiktok.com/@thangthodung86/video/7512156992677432594?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","bác tôi liệt sỹ chú tôi liệt sỹ huy sinh cho đất nước để giữ hòa bình thế mà bây giờ nói đạo công giáo bán nước nghe buồn thiệt chứ","7295416981671232517","vandien.nguyen5","https://www.tiktok.com/@thangthodung86/video/7512156992677432594"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/1ac5650c2f17d87dcc82116c11842e7e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1e944547&x-expires=1762221600&x-signature=Fl1GJ2hKKX2rZv7G%2FaBboF0Q%2BnM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7512270096099246866","1749086692","2025-06-05T01:24:52.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"125","https://www.tiktok.com/@thangthodung86/video/7512156992677432594?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","false",,,,,,,,,,,"false",,"293","https://www.tiktok.com/@thangthodung86/video/7512156992677432594?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","các cụ đã dặn""cha xứ đi trước giặc cướp nước theo sau""","7438492364828525576","duongcao99bn","https://www.tiktok.com/@thangthodung86/video/7512156992677432594"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/cff78556a479b74e5cb34e13baf9a650~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6be6557c&x-expires=1762221600&x-signature=JRp%2Fyo1KUZnU93ntxyAOOsJigE8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7512229837486998290","1749077320","2025-06-04T22:48:40.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22","https://www.tiktok.com/@thangthodung86/video/7512156992677432594?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","false",,,,,,,,,,,"false",,"0","https://www.tiktok.com/@thangthodung86/video/7512156992677432594?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","Người hiểu biết nói có khác","7365125483355374597","trn.yn3957","https://www.tiktok.com/@thangthodung86/video/7512156992677432594"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7382201776994746384~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=cce3d760&x-expires=1762221600&x-signature=uzpBvOmr8nYhIPX97uKGukRlGQI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7512306213750080274","1749095098","2025-06-05T03:44:58.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","https://www.tiktok.com/@thangthodung86/video/7512156992677432594?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","false",,,,,,,,,,,"false",,"0","https://www.tiktok.com/@thangthodung86/video/7512156992677432594?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","LẠY CHÚA VA ME MARIA XIN THA TỘI CHO NHỮNG NGƯỜI XÚC PHẠM ĐẾN. CHÚA...
AMEN","7112437067762713602","inhletuankhang4kgao","https://www.tiktok.com/@thangthodung86/video/7512156992677432594"
"https://p16-common-sign.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e2094614&x-expires=1762221600&x-signature=JQFTdMLBRhLSg%2FuKb29v82dUGfI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7512375754388275976","1749111292","2025-06-05T08:14:52.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12","https://www.tiktok.com/@thangthodung86/video/7512156992677432594?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","false",,,,,,,,,,,"false",,"1","https://www.tiktok.com/@thangthodung86/video/7512156992677432594?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","Em nầy nói rất đúng! 👍","7102441824401212417","moonsu2002","https://www.tiktok.com/@thangthodung86/video/7512156992677432594"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/f25d9a8b046099b60f05ddb87becdf0c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=26f17087&x-expires=1762221600&x-signature=mHTqolDK%2FTiCtpBDiDzRDcXfBTQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7512235966179312402","1749078754","2025-06-04T23:12:34.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"82","https://www.tiktok.com/@thangthodung86/video/7512156992677432594?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","false",,,,,,,,,,,"false",,"33","https://www.tiktok.com/@thangthodung86/video/7512156992677432594?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","Ngôn Ngữ đang dùng là của một Linh mục người Công Giáo","7474532909317489672","nghicungla9","https://www.tiktok.com/@thangthodung86/video/7512156992677432594"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/38dae4dd037534096e0fd9be02b09a7b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9f2332be&x-expires=1762221600&x-signature=ayP0UOcjWl88PtGijIXuBCcyGk8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7512215311372043016","1749073947","2025-06-04T21:52:27.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"169","https://www.tiktok.com/@thangthodung86/video/7512156992677432594?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","false",,,,,,,,,,,"false",,"16","https://www.tiktok.com/@thangthodung86/video/7512156992677432594?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","Lời của thằng xẩm và Tltv nó chia rẽ thôi a","7163277084701656066","mr.ly.vit.nam","https://www.tiktok.com/@thangthodung86/video/7512156992677432594"
