"avatarThumbnail","cid","createTime","createTimeISO","detailedMentions/0/nickName","detailedMentions/0/profileUrl","detailedMentions/0/secUid","detailedMentions/0/userId","detailedMentions/1/nickName","detailedMentions/1/profileUrl","detailedMentions/1/secUid","detailedMentions/1/userId","detailedMentions/2/nickName","detailedMentions/2/profileUrl","detailedMentions/2/secUid","detailedMentions/2/userId","detailedMentions/3/nickName","detailedMentions/3/profileUrl","detailedMentions/3/secUid","detailedMentions/3/userId","detailedMentions/4/nickName","detailedMentions/4/profileUrl","detailedMentions/4/secUid","detailedMentions/4/userId","detailedMentions/5/nickName","detailedMentions/5/profileUrl","detailedMentions/5/secUid","detailedMentions/5/userId","detailedMentions/6/nickName","detailedMentions/6/profileUrl","detailedMentions/6/secUid","detailedMentions/6/userId","detailedMentions/7/nickName","detailedMentions/7/profileUrl","detailedMentions/7/secUid","detailedMentions/7/userId","detailedMentions/8/nickName","detailedMentions/8/profileUrl","detailedMentions/8/secUid","detailedMentions/8/userId","detailedMentions/9/nickName","detailedMentions/9/profileUrl","detailedMentions/9/secUid","detailedMentions/9/userId","diggCount","input","likedByAuthor","mentions/0","mentions/1","mentions/2","mentions/3","mentions/4","mentions/5","mentions/6","mentions/7","mentions/8","mentions/9","pinnedByAuthor","repliesToId","replyCommentTotal","submittedVideoUrl","text","uid","uniqueId","videoWebUrl"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/6ab4ba5994676110195af35e76f7aff3~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3e840212&x-expires=1762218000&x-signature=pHgN8DnYeHLqaGXetfHW%2Fi%2B4Axw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7456041554298766087","1735994961","2025-01-04T12:49:21.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"608","https://www.tiktok.com/@newlifetv_01/video/7440056926806838536?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","false",,,,,,,,,,,"false",,"5","https://www.tiktok.com/@newlifetv_01/video/7440056926806838536?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","mình không phải là giáo dân, những mình thấy cha nói hay và đung với chế độ VN bây giờ","7170875587069461531","vit4829","https://www.tiktok.com/@newlifetv_01/video/7440056926806838536"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/fed71bda815f5729dd1013e0d9027634~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1d060871&x-expires=1762218000&x-signature=QLpKbDX7t1udcPDMk22c1LHyUOw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7458468775722664712","1736560124","2025-01-11T01:48:44.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"101","https://www.tiktok.com/@newlifetv_01/video/7440056926806838536?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","false",,,,,,,,,,,"false",,"7","https://www.tiktok.com/@newlifetv_01/video/7440056926806838536?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","Cali 😂","7195809623919428609","gia.lang275","https://www.tiktok.com/@newlifetv_01/video/7440056926806838536"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/f9ee3c05a312551ec936d6d5e3d19f43~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f2db8e03&x-expires=1762218000&x-signature=TH0CMb%2BnbT%2BF%2Bp786mUL2Wd6oJ4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7440853350540788498","1732458678","2024-11-24T14:31:18.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"340","https://www.tiktok.com/@newlifetv_01/video/7440056926806838536?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","false",,,,,,,,,,,"false",,"17","https://www.tiktok.com/@newlifetv_01/video/7440056926806838536?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","yêu nước và yêu chế độ khác nhau mà","6793559943271941121","kimhanh917","https://www.tiktok.com/@newlifetv_01/video/7440056926806838536"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/e9ad1c8043599ddc94df6c791baf3f67~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=bd273900&x-expires=1762218000&x-signature=gvYv2Kcw%2Bd4wEsSe3xlbWTQByiw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7456286686646092545","1736052038","2025-01-05T04:40:38.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"192","https://www.tiktok.com/@newlifetv_01/video/7440056926806838536?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","false",,,,,,,,,,,"false",,"1","https://www.tiktok.com/@newlifetv_01/video/7440056926806838536?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","ông nói quá chuẩn hay quá","7170176566473835521","chunglatoinguyenv","https://www.tiktok.com/@newlifetv_01/video/7440056926806838536"
"https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/c9a2a4d76c0585673cdf84bfc4cf64c4~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a0bbc8eb&x-expires=1762218000&x-signature=HkNFk42J0ARNZKm6G5tIWygqzsE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7458292988072149778","1736519181","2025-01-10T14:26:21.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31","https://www.tiktok.com/@newlifetv_01/video/7440056926806838536?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","false",,,,,,,,,,,"false",,"0","https://www.tiktok.com/@newlifetv_01/video/7440056926806838536?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","Mình đạo phật nhưng nge cha này nói rất đúng","6627774514192334850","q1994._","https://www.tiktok.com/@newlifetv_01/video/7440056926806838536"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7327369248718716929~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6b4c3e7b&x-expires=1762218000&x-signature=5OKkIGxFcB8sWOFjSvlqK708pgw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7456298848862257928","1736054873","2025-01-05T05:27:53.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35","https://www.tiktok.com/@newlifetv_01/video/7440056926806838536?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","false",,,,,,,,,,,"false",,"0","https://www.tiktok.com/@newlifetv_01/video/7440056926806838536?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","mình là người ngoại đạo nhưng thấy lời cha dạy rất đúng nha","6718630422086272002","hoangnam1591","https://www.tiktok.com/@newlifetv_01/video/7440056926806838536"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7070810580772192257~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6922e7a2&x-expires=1762218000&x-signature=EiF%2FsM5m4x3Gk9WCW9wJiqv4Yqg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7456046297005310728","1735996065","2025-01-04T13:07:45.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34","https://www.tiktok.com/@newlifetv_01/video/7440056926806838536?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","false",,,,,,,,,,,"false",,"0","https://www.tiktok.com/@newlifetv_01/video/7440056926806838536?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","nói chuẩn không cần chỉnh","7058939945272837122","emlehoan","https://www.tiktok.com/@newlifetv_01/video/7440056926806838536"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/36adfbf545387e227f5adbb5a6dfa4be~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=134a156c&x-expires=1762218000&x-signature=%2FsaQqm0iBEMqAZ6wJv08zgWnfu4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7456248488055341832","1736043156","2025-01-05T02:12:36.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40","https://www.tiktok.com/@newlifetv_01/video/7440056926806838536?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","false",,,,,,,,,,,"false",,"0","https://www.tiktok.com/@newlifetv_01/video/7440056926806838536?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","đúng đúng hay quá cha ơi ❤❤❤❤","6933811878062687233","dienpham1980","https://www.tiktok.com/@newlifetv_01/video/7440056926806838536"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/903e6e851bf955f7488d1136aa219ed1~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2583ebe1&x-expires=1762218000&x-signature=GBECQpNeERuqL5vvX%2BEk8okpfYg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7456040998805455623","1735994831","2025-01-04T12:47:11.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"38","https://www.tiktok.com/@newlifetv_01/video/7440056926806838536?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","false",,,,,,,,,,,"false",,"0","https://www.tiktok.com/@newlifetv_01/video/7440056926806838536?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","hay lắm cha ơi Rất là đúng luôn","7311366009784484870","khnh.dung0","https://www.tiktok.com/@newlifetv_01/video/7440056926806838536"
"https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/ac7a1cdb839666726e79aec6af69751b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=27a56ade&x-expires=1762218000&x-signature=q%2BHm%2FrATfbRF5j3SPVFfjc3jwQU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7456154203309310738","1736021199","2025-01-04T20:06:39.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26","https://www.tiktok.com/@newlifetv_01/video/7440056926806838536?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","false",,,,,,,,,,,"false",,"0","https://www.tiktok.com/@newlifetv_01/video/7440056926806838536?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","cha nói quá chuẩn","7255505254593233925","thng.nguyn823","https://www.tiktok.com/@newlifetv_01/video/7440056926806838536"
