"avatarThumbnail","cid","createTime","createTimeISO","detailedMentions/0/nickName","detailedMentions/0/profileUrl","detailedMentions/0/secUid","detailedMentions/0/userId","detailedMentions/1/nickName","detailedMentions/1/profileUrl","detailedMentions/1/secUid","detailedMentions/1/userId","diggCount","input","likedByAuthor","mentions/0","mentions/1","pinnedByAuthor","repliesToId","replyCommentTotal","submittedVideoUrl","text","uid","uniqueId","videoWebUrl"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/36f3f66371a019d9d4d061415d4f587a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=277ba27d&x-expires=1762225200&x-signature=JmyuR2zwvfISiwcaUm11A3DKl6Q%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7519751800049124117","1750828662","2025-06-25T05:17:42.000Z",,,,,,,,,"3224","https://www.tiktok.com/@vuaminhmang/video/7519739819719740679?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","false",,,"false",,"75","https://www.tiktok.com/@vuaminhmang/video/7519739819719740679?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","chúng ta là con cháu Lạc Hồng là con Rồng Cháu Tiên là hậu duệ của cha Lạc Long Quân và mẹ Âu Cơ chứ không phải 2 cục đất sét","7337180989774775303","cu.b.bt.ch.kim.jo","https://www.tiktok.com/@vuaminhmang/video/7519739819719740679"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/4a9db3be183de3991c2c7e9c1ee8384e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a0025ecd&x-expires=1762225200&x-signature=P9zNmLuXndcovF7q%2FVoHb1bmGCI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7520110513197875976","1750912184","2025-06-26T04:29:44.000Z",,,,,,,,,"12","https://www.tiktok.com/@vuaminhmang/video/7519739819719740679?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","false",,,"false",,"200","https://www.tiktok.com/@vuaminhmang/video/7519739819719740679?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","Mỗi người ai cũng có quyền lựa trọn đức tin mà ?","6856585698138293250","bapevn08scam","https://www.tiktok.com/@vuaminhmang/video/7519739819719740679"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/5cbed9da94da81c85fc00f274941804f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e99804e8&x-expires=1762225200&x-signature=gffpqQ4Z4D5vkY13ej%2FkLSIJEDw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7520111338300621586","1750912373","2025-06-26T04:32:53.000Z",,,,,,,,,"129","https://www.tiktok.com/@vuaminhmang/video/7519739819719740679?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","false",,,"false","7520110513197875976",,"https://www.tiktok.com/@vuaminhmang/video/7519739819719740679?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","xuyên tạc văn hoá , lịch sử đó em:))) có nghe hiểu không","7479148200604976136","vuaminhmang","https://www.tiktok.com/@vuaminhmang/video/7519739819719740679"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/2c604996d62a15d12bc50a8de997bf98~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0a2f2989&x-expires=1762225200&x-signature=vrDTeNUcyaoAHHsgYxzhmyfAt70%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7519778970154648328","1750834983","2025-06-25T07:03:03.000Z",,,,,,,,,"66","https://www.tiktok.com/@vuaminhmang/video/7519739819719740679?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","false",,,"false",,"2","https://www.tiktok.com/@vuaminhmang/video/7519739819719740679?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","t con cháu lạc long quân , âu cơ đặc biệt là đinh bộ lĩnh chứ ko phải lĩnh bộ đinh nha","6892178328074585089","manhcao792","https://www.tiktok.com/@vuaminhmang/video/7519739819719740679"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/1a8c33d37ee64f7e5a86c908c31b58c2~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c0b599aa&x-expires=1762225200&x-signature=Pttvs9y%2B01SGEbvuAENtbDNOYKg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7521552205015925522","1751247851","2025-06-30T01:44:11.000Z",,,,,,,,,"190","https://www.tiktok.com/@vuaminhmang/video/7519739819719740679?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","false",,,"false",,"24","https://www.tiktok.com/@vuaminhmang/video/7519739819719740679?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","Mái chùa che chở hồn dân tộc
Cha xứ đi trước, giặc bước theo sau
Một bên giữ nước, dựng cơ đồ
Một bên rước giặc, bán non sông","6602203899963883522","dieptran0194","https://www.tiktok.com/@vuaminhmang/video/7519739819719740679"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/81693c4c95987854f7472d74bec480cc~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6a390f4e&x-expires=1762225200&x-signature=YeJ2vS%2BTacoA6Rz8fkU8e42jaC4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7520637732448862983","1751034929","2025-06-27T14:35:29.000Z",,,,,,,,,"398","https://www.tiktok.com/@vuaminhmang/video/7519739819719740679?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","false",,,"false",,"5","https://www.tiktok.com/@vuaminhmang/video/7519739819719740679?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","T cx là ng công giáo nhưng trong tim t nhà là đầu tiên r đến quê hương, r đến đất nước tiếp đó là đảng tư tưởng của Bác , cuối cùng ms là đạo bởi theo t nghĩ dù là đạo j thì nếu k có Đảng k có nước k có bác k có quê k có nhà thì đã k có tôi","7053816184295556123","nhungnguyen2412n","https://www.tiktok.com/@vuaminhmang/video/7519739819719740679"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/568e16e74b5b5bed9149c842860fe2fc~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=26a6c2c8&x-expires=1762225200&x-signature=2DX9b7gpyi%2BSLU0cnOwG1kXazyA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7521587519331713800","1751256071","2025-06-30T04:01:11.000Z",,,,,,,,,"9","https://www.tiktok.com/@vuaminhmang/video/7519739819719740679?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","false",,,"false",,"40","https://www.tiktok.com/@vuaminhmang/video/7519739819719740679?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","“ông Trời” chỉ “Lão Thiên” tức “Thiên Đạo”. Ngọc Hoàng tuy là Tam giới chi chủ nhưng xướng danh ông trời chỉ có Thiên đạo","7055983587032876059","kazuhikokami","https://www.tiktok.com/@vuaminhmang/video/7519739819719740679"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/5cbed9da94da81c85fc00f274941804f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e99804e8&x-expires=1762225200&x-signature=gffpqQ4Z4D5vkY13ej%2FkLSIJEDw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7521729773942620946","1751289193","2025-06-30T13:13:13.000Z",,,,,,,,,"2","https://www.tiktok.com/@vuaminhmang/video/7519739819719740679?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","false",,,"false","7521587519331713800",,"https://www.tiktok.com/@vuaminhmang/video/7519739819719740679?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","tìm hiểu kỹ tí đi=)","7479148200604976136","vuaminhmang","https://www.tiktok.com/@vuaminhmang/video/7519739819719740679"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/dca5ea736f6b048d4e0594c38f8904fa~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e78b3e82&x-expires=1762225200&x-signature=rv40kWL8463NT66N5mN8A8IgVM8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7522691026437849863","1751513009","2025-07-03T03:23:29.000Z",,,,,,,,,"25","https://www.tiktok.com/@vuaminhmang/video/7519739819719740679?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","false",,,"false",,"0","https://www.tiktok.com/@vuaminhmang/video/7519739819719740679?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","Không ghét đạo công giáo nhưng một vài thành phần này khiến nhiều người có cái nhìn không tốt về đạo công giáo","6617654435219275777","baby_16508","https://www.tiktok.com/@vuaminhmang/video/7519739819719740679"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/32ac52bf5aea32920ca8aa4a0ae37f41~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b09dafed&x-expires=1762225200&x-signature=jjkQYAQWYLhvgJwTEi85YcpIuUM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7520617650306843400","1751030259","2025-06-27T13:17:39.000Z",,,,,,,,,"512","https://www.tiktok.com/@vuaminhmang/video/7519739819719740679?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","false",,,"false",,"5","https://www.tiktok.com/@vuaminhmang/video/7519739819719740679?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","Cha là Lạc Long Quân, Mẹ là Âu Cơ.
Cha là Rồng, Mẹ là Tiên
Chúng ta là Con của Rồng,Con của Tiên.🇻🇳","7431136625764418568","ditheoanhluatutraitimta","https://www.tiktok.com/@vuaminhmang/video/7519739819719740679"
