"avatarThumbnail","cid","createTime","createTimeISO","detailedMentions/0/nickName","detailedMentions/0/profileUrl","detailedMentions/0/secUid","detailedMentions/0/userId","detailedMentions/1/nickName","detailedMentions/1/profileUrl","detailedMentions/1/secUid","detailedMentions/1/userId","detailedMentions/2/nickName","detailedMentions/2/profileUrl","detailedMentions/2/secUid","detailedMentions/2/userId","detailedMentions/3/nickName","detailedMentions/3/profileUrl","detailedMentions/3/secUid","detailedMentions/3/userId","diggCount","input","likedByAuthor","mentions/0","mentions/1","mentions/2","mentions/3","pinnedByAuthor","repliesToId","replyCommentTotal","submittedVideoUrl","text","uid","uniqueId","videoWebUrl"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/bd683474d5954561adbd16c4aa7c3074~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0968cb83&x-expires=1762218000&x-signature=I2rj%2BM5LQ1EkF7tGCGlAR1u0bpA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7551790959354594055","1758288357","2025-09-19T13:25:57.000Z",,,,,,,,,,,,,,,,,"8","https://www.tiktok.com/@vuaminhmang/video/7520466279078153480?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","false",,,,,"false",,"0","https://www.tiktok.com/@vuaminhmang/video/7520466279078153480?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","má thề là tức, Bác Hồ cứu nước rồi tụi công giái : ""tạ ơn chúa phù hộ, bảo vệ Việt Nam"" là sao?","7379091377773282305","minhanhneee_2","https://www.tiktok.com/@vuaminhmang/video/7520466279078153480"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/e988c43fb184da1021824da230a8b16c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=868ab129&x-expires=1762218000&x-signature=DC6yLK2jEDgVNONi1SJHVr%2F%2BpJk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7537153378549318418","1754880281","2025-08-11T02:44:41.000Z",,,,,,,,,,,,,,,,,"5","https://www.tiktok.com/@vuaminhmang/video/7520466279078153480?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","false",,,,,"false",,"0","https://www.tiktok.com/@vuaminhmang/video/7520466279078153480?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","Mái chùa che chở hồn dân tộc
Thánh đường soi sáng cõi bình an
Giáo dân - Phật tử chung trời đất
Lặng thầm giữ nước, dưỡng tâm thơ.","7416728923419378694","laun_kikou2014","https://www.tiktok.com/@vuaminhmang/video/7520466279078153480"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/b111b6af927fce9285a816d247a55ed7~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1c0858e1&x-expires=1762218000&x-signature=R86qOlk%2F32N4YPZDbMwUowIphiE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7555048478780211986","1759046808","2025-09-28T08:06:48.000Z",,,,,,,,,,,,,,,,,"0","https://www.tiktok.com/@vuaminhmang/video/7520466279078153480?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","false",,,,,"false",,"0","https://www.tiktok.com/@vuaminhmang/video/7520466279078153480?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","hãytự hào vì mik là người công giáo❤","7299054652291974152","_quoc.thien","https://www.tiktok.com/@vuaminhmang/video/7520466279078153480"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/98e7227104782ce88325413127d822ca~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b6047ed4&x-expires=1762218000&x-signature=B1Co%2BheA%2F%2BRxmmA18OZ2Gk43WEM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7522028431056732929","1751358729","2025-07-01T08:32:09.000Z",,,,,,,,,,,,,,,,,"25","https://www.tiktok.com/@vuaminhmang/video/7520466279078153480?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","false",,,,,"false",,"12","https://www.tiktok.com/@vuaminhmang/video/7520466279078153480?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","Mái Chùa che chở hồn dân tộc, Cha sứ đi trước, giặc bước theo sau. Một bên giữ nước, dựng cơ đồ, Một bên rước giặc, bán non sông","6578711368835760130","khanhhuynhkh94","https://www.tiktok.com/@vuaminhmang/video/7520466279078153480"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/6d315ecb5ce5d06444e86d38e4643e1a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5e07bba5&x-expires=1762218000&x-signature=JVwkwROrgPZJEBU3vBNL4gm92ZM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7552849507642426119","1758534819","2025-09-22T09:53:39.000Z",,,,,,,,,,,,,,,,,"29","https://www.tiktok.com/@vuaminhmang/video/7520466279078153480?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","false",,,,,"false",,"20","https://www.tiktok.com/@vuaminhmang/video/7520466279078153480?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","Ad nhét chữ ít th vua Quang Trung chỉ nói : “Đạo Gia Tô là đạo của Tây dương, thờ Chúa Giê-su, lấy việc tin kính mà bỏ bổn phận vua tôi, cha con. Nếu dân ta mê theo, e mất gốc, sinh loạn.” và cho phép ng dân theo đạo nếu k chống đối triều đình . Lần sau nhét chữ thì nhét cho kĩ vào 😁","7538636571509130261","bacsivannang","https://www.tiktok.com/@vuaminhmang/video/7520466279078153480"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/4d49acc400a52c26a8d2b570ad214946~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0b5f7915&x-expires=1762218000&x-signature=NlBZQVMIuvIm2OfSN30q4%2Fkqry4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7521214393263489810","1751169194","2025-06-29T03:53:14.000Z",,,,,,,,,,,,,,,,,"17","https://www.tiktok.com/@vuaminhmang/video/7520466279078153480?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","false",,,,,"false",,"2","https://www.tiktok.com/@vuaminhmang/video/7520466279078153480?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","tao k hiểu tại sao 1 người Tây mà tụi nó cho là cao quý mà ở đất Việt chưa thấy 1 người Việt Nam nào tóc vàng mắt xanh hết","7464901774006502417","vua.l.n2260","https://www.tiktok.com/@vuaminhmang/video/7520466279078153480"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/1af9870c43261d44046909f1d6fb05cc~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b0b7643d&x-expires=1762218000&x-signature=TxRpRuzfabhJAwa3fvMFtDG8%2B0c%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7524658331219968786","1751971050","2025-07-08T10:37:30.000Z",,,,,,,,,,,,,,,,,"33","https://www.tiktok.com/@vuaminhmang/video/7520466279078153480?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","false",,,,,"false",,"2","https://www.tiktok.com/@vuaminhmang/video/7520466279078153480?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","Mái chùa che chở hồn dân tộc
Cha xứ đi trước, giặc bước theo sau
Một bên giữ nước, dựng cơ đồ
Một bên rước giặc, bán non sông","7455986826463183877","v.phm8995","https://www.tiktok.com/@vuaminhmang/video/7520466279078153480"
"https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/c5eba6470b610acf2ed2321e0122fb97~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=43a8c93d&x-expires=1762218000&x-signature=SP38z0FbOXC%2BzxxEdfdqqiDTfK0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7525235055061844754","1752105337","2025-07-09T23:55:37.000Z",,,,,,,,,,,,,,,,,"7","https://www.tiktok.com/@vuaminhmang/video/7520466279078153480?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","false",,,,,"false",,"0","https://www.tiktok.com/@vuaminhmang/video/7520466279078153480?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","thời vua quang trung làm gì đạo thiên chúa đã có ở Việt nam đăng tầm bậy tầm bạ","6553603925630976001","manhguyen97","https://www.tiktok.com/@vuaminhmang/video/7520466279078153480"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/af2029468126a650d75408cebdb1d185~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e7c3ac0e&x-expires=1762218000&x-signature=%2FbXNZ4zy9EzuRqRezq9Ytx58xN8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7521156027090895623","1751155611","2025-06-29T00:06:51.000Z",,,,,,,,,,,,,,,,,"25","https://www.tiktok.com/@vuaminhmang/video/7520466279078153480?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","false",,,,,"false",,"4","https://www.tiktok.com/@vuaminhmang/video/7520466279078153480?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","từ xưa ta thờ tổ tiên, thờ phật ai đâu thờ 1 ng làm thay đổi suy nghĩ ng Việt","6866787926950642690","um_20066","https://www.tiktok.com/@vuaminhmang/video/7520466279078153480"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/72ad33eb4d0faaf0fbaf313cdbc529bc~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8f3c185f&x-expires=1762218000&x-signature=xzaLr6gaGNwBynZMuzqhMaZ%2BNQo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7520900726093857543","1751096164","2025-06-28T07:36:04.000Z",,,,,,,,,,,,,,,,,"36","https://www.tiktok.com/@vuaminhmang/video/7520466279078153480?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","false",,,,,"false",,"31","https://www.tiktok.com/@vuaminhmang/video/7520466279078153480?q=thi%C3%AAn%20ch%C3%BAa%20ph%E1%BA%A3n%20%C4%91%E1%BB%99ng%20&t=1758121871286","Ko phân biệt đạo ,đạo nào cg là do du nhập từ bên ngoài,đạo nào cg đáng để đc tôn trọng🫶","7170576852393690118","n.g.o.c.a.n.h133206","https://www.tiktok.com/@vuaminhmang/video/7520466279078153480"
