"avatarThumbnail","cid","createTime","createTimeISO","detailedMentions/0/nickName","detailedMentions/0/profileUrl","detailedMentions/0/secUid","detailedMentions/0/userId","detailedMentions/1/nickName","detailedMentions/1/profileUrl","detailedMentions/1/secUid","detailedMentions/1/userId","diggCount","input","likedByAuthor","mentions/0","mentions/1","pinnedByAuthor","repliesToId","replyCommentTotal","submittedVideoUrl","text","uid","uniqueId","videoWebUrl"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/c4e655d0671a215f058df8d641d29b16~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=66c369ee&x-expires=1762311600&x-signature=6AshadZeRGQiD%2BIsRlCEAAYEYkg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7473365028281041671","1740028403","2025-02-20T05:13:23.000Z",,,,,,,,,"4","https://www.tiktok.com/@lgbt.vn/video/7461209177671601415","false",,,"false",,"0","https://www.tiktok.com/@lgbt.vn/video/7461209177671601415","Do you think of the ultra nationalists and wonder why Vietnam would not accept them just for that reason?","7268486794848453637","csto57","https://www.tiktok.com/@lgbt.vn/video/7461209177671601415"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/d138c7928385278b05da820c38cbaae8~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=97d52747&x-expires=1762311600&x-signature=HqvidQGs7qGb8ud8jXStf76o8KE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7472663403807769362","1739865043","2025-02-18T07:50:43.000Z","Tường Love 12✨","https://www.tiktok.com/@7004797294332429314","MS4wLjABAAAAhKPYPUTtc8dIGmnTmgsedw8M3fIwHBvWqRNDvZ_SJ79vSHeIGbZFuaR4MzfcodE8","7004797294332429314","aN Kiriya","https://www.tiktok.com/@7068415044597793819","MS4wLjABAAAA0XrFyivHdhkM5k2FWvp_R5AWER6XZv6OLe774dZFsEkiGCxGiZ8lxxM1nEYuYNel","7068415044597793819","2","https://www.tiktok.com/@lgbt.vn/video/7461209177671601415","false","@Tường Love 12✨","@aN Kiriya","false",,"1","https://www.tiktok.com/@lgbt.vn/video/7461209177671601415","@Tường Love 12✨ @aN Kiriya thầy cúng ☺️🥀","7287555453360571399","trng.vit.hng5","https://www.tiktok.com/@lgbt.vn/video/7461209177671601415"
"https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/52f6f42bb120612b1ca2dfd41bb61141~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=bcf933eb&x-expires=1762311600&x-signature=EgJf%2FLqO7wJ1KnP%2BTxchrHbLlJQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7461623413791687432","1737294597","2025-01-19T13:49:57.000Z","Hoàng Tử Mưa","https://www.tiktok.com/@7199558180153115649","MS4wLjABAAAAQICH0mD8vVmZyK1Spt80wkEikOqus_AUqLgbWLgySiB09auGk0HiaJ_g-fEMpuPY","7199558180153115649",,,,,"2","https://www.tiktok.com/@lgbt.vn/video/7461209177671601415","false","@Hoàng Tử Mưa",,"false",,"0","https://www.tiktok.com/@lgbt.vn/video/7461209177671601415","@Hoàng Tử Mưa","7061553921923531778","232007ak","https://www.tiktok.com/@lgbt.vn/video/7461209177671601415"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7afdc4aaf7d8b5855cfa3c1d90d7de6f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d7cb83d6&x-expires=1762311600&x-signature=BOVn9o0Akd%2FGzKewnqNaZIiSR68%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7474923059250791186","1740391158","2025-02-24T09:59:18.000Z",,,,,,,,,"0","https://www.tiktok.com/@lgbt.vn/video/7461209177671601415","false",,,"false",,"0","https://www.tiktok.com/@lgbt.vn/video/7461209177671601415","😂😂😂😂","7447502151835026438","nxidh0","https://www.tiktok.com/@lgbt.vn/video/7461209177671601415"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/b6f020e081d24ea7b6514acc758cb193~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=365ffddd&x-expires=1762311600&x-signature=pS2pSjqVYjXecpeqRWvDk%2BGrHiw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7494966983315948295","1745058005","2025-04-19T10:20:05.000Z",,,,,,,,,"0","https://www.tiktok.com/@lgbt.vn/video/7461209177671601415","false",,,"false",,"0","https://www.tiktok.com/@lgbt.vn/video/7461209177671601415","🥰","7145420461081330714","ngocbao090609","https://www.tiktok.com/@lgbt.vn/video/7461209177671601415"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/9f4c6f9cdce9c7c78dd0843a0f6c8881~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b6275603&x-expires=1762311600&x-signature=qIARH%2Fei9VhPC0fkX%2FNggSlMDCg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7461290007086908168","1737216979","2025-01-18T16:16:19.000Z",,,,,,,,,"293","https://www.tiktok.com/@lgbt.vn/video/7461209177671601415","false",,,"false",,"10","https://www.tiktok.com/@lgbt.vn/video/7461209177671601415","Có nói bnh, thì bọn cổ hủ cũng là nc đổ đầu vịt th. Vì khi đã ghét thì dù bnh = chứng họ cũng ko tin","7247052195387786245","nguynvndchuy2","https://www.tiktok.com/@lgbt.vn/video/7461209177671601415"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/331935a7dff00a7fec0516ddaf29e187~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=bdab6980&x-expires=1762311600&x-signature=THBApkdI3a9Yt503Z0yEQ56eWSs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7472815689473852181","1739900508","2025-02-18T17:41:48.000Z",,,,,,,,,"5","https://www.tiktok.com/@lgbt.vn/video/7461209177671601415","false",,,"false",,"0","https://www.tiktok.com/@lgbt.vn/video/7461209177671601415","bay ơi bay, mẹ t muốn đem t đi khám nè bay(khúc đầu cx hú hồn, ai dè mẹ bảo xác nhận lại thôi, chứ m con mẹ mẹ ko thương m từ thì thương đứa nào, cứ sống thật vs bản thân đi chợ mẹ)","7421776640265372688","tu_yt1","https://www.tiktok.com/@lgbt.vn/video/7461209177671601415"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/2b8ed666c432c50d1d821293b674b142~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7da8b9be&x-expires=1762311600&x-signature=5VoRekbrwM7%2FXNiYmP5P3VSlD6g%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7461804663832265473","1737336838","2025-01-20T01:33:58.000Z",,,,,,,,,"0","https://www.tiktok.com/@lgbt.vn/video/7461209177671601415","false",,,"false",,"0","https://www.tiktok.com/@lgbt.vn/video/7461209177671601415","😊😊😊😊😊😊😊😊","7341266537222226946","minhnhat_2k1_","https://www.tiktok.com/@lgbt.vn/video/7461209177671601415"
"https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/eaf48c37d8b1a0d446cc48f46b3c51cc~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6f9fd2e0&x-expires=1762311600&x-signature=GyZbT7Z%2FyPNc4BVZt6c3WyhPwwY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7461479472237036295","1737261096","2025-01-19T04:31:36.000Z",,,,,,,,,"5","https://www.tiktok.com/@lgbt.vn/video/7461209177671601415","false",,,"false",,"7","https://www.tiktok.com/@lgbt.vn/video/7461209177671601415","LGBT có ảnh hưởng đến tâm lý tr.e e.m ?","6659747127511924737","van140791","https://www.tiktok.com/@lgbt.vn/video/7461209177671601415"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/d5cd0d09933a7e6b75b47c7b05115b1a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=22703bfc&x-expires=1762311600&x-signature=sCrBVO5JVP0f2X2VzD54YFJsALw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7461211679305745160","1737198732","2025-01-18T11:12:12.000Z",,,,,,,,,"86","https://www.tiktok.com/@lgbt.vn/video/7461209177671601415","false",,,"false",,"0","https://www.tiktok.com/@lgbt.vn/video/7461209177671601415","Tôi đồng ý🥰","7368498024949318661","huula.003","https://www.tiktok.com/@lgbt.vn/video/7461209177671601415"
