"avatarThumbnail","cid","createTime","createTimeISO","detailedMentions/0/nickName","detailedMentions/0/profileUrl","detailedMentions/0/secUid","detailedMentions/0/userId","detailedMentions/1/nickName","detailedMentions/1/profileUrl","detailedMentions/1/secUid","detailedMentions/1/userId","detailedMentions/2/nickName","detailedMentions/2/profileUrl","detailedMentions/2/secUid","detailedMentions/2/userId","detailedMentions/3/nickName","detailedMentions/3/profileUrl","detailedMentions/3/secUid","detailedMentions/3/userId","detailedMentions/4/nickName","detailedMentions/4/profileUrl","detailedMentions/4/secUid","detailedMentions/4/userId","detailedMentions/5/nickName","detailedMentions/5/profileUrl","detailedMentions/5/secUid","detailedMentions/5/userId","diggCount","input","likedByAuthor","mentions/0","mentions/1","mentions/2","mentions/3","mentions/4","mentions/5","pinnedByAuthor","repliesToId","replyCommentTotal","submittedVideoUrl","text","uid","uniqueId","videoWebUrl"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/ac80e09c392baa44ca1ea7a9cafc85ea~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6b470319&x-expires=1762412400&x-signature=8tIxg1mF8P%2B%2FKWaNdtMhzTncxxw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7461936604941419285","1737367522","2025-01-20T10:05:22.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"18073","https://www.tiktok.com/@vietnambusinessnews/video/7461924185690885393?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","false",,,,,,,"false",,"36","https://www.tiktok.com/@vietnambusinessnews/video/7461924185690885393?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","tuyệt vời Tổng thống Trump","6700098796892636162","h.thai9","https://www.tiktok.com/@vietnambusinessnews/video/7461924185690885393"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/e9d23c13abe3db340afd3e4f05dec840~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=acc25653&x-expires=1762412400&x-signature=Gvf%2FWwpwpF6FCvWhWSC5s3hqm6U%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7461966254925710087","1737374428","2025-01-20T12:00:28.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"297","https://www.tiktok.com/@vietnambusinessnews/video/7461924185690885393?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","false",,,,,,,"false",,"29","https://www.tiktok.com/@vietnambusinessnews/video/7461924185690885393?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","Vn nên áp dụng… 💗💗","6599808483556982785","firefly.firefly","https://www.tiktok.com/@vietnambusinessnews/video/7461924185690885393"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/6623712286a3909e32894a299145f056~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1f2263be&x-expires=1762412400&x-signature=8HA4PmezJ1Zq8uFs%2Buh4GtrVw5Y%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7461974555415233288","1737376357","2025-01-20T12:32:37.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"169","https://www.tiktok.com/@vietnambusinessnews/video/7461924185690885393?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","false",,,,,,,"false",,"17","https://www.tiktok.com/@vietnambusinessnews/video/7461924185690885393?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","Việt Nam nên áp dụng","7109491015602455554","luckystar2166","https://www.tiktok.com/@vietnambusinessnews/video/7461924185690885393"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/4feb94dc2b8edfe15e675c391d7f0532~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b968de46&x-expires=1762412400&x-signature=8UeEjm7Jyyq15BZvXvpzAPAzVnk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7461967666593907474","1737374751","2025-01-20T12:05:51.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"352","https://www.tiktok.com/@vietnambusinessnews/video/7461924185690885393?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","false",,,,,,,"false",,"32","https://www.tiktok.com/@vietnambusinessnews/video/7461924185690885393?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","VN nên học hỏi","6891505192732427265","hanhphucquanhta6","https://www.tiktok.com/@vietnambusinessnews/video/7461924185690885393"
"https://p19-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/7c498bc735994cb8a8d0c8986ab3718f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=24911c10&x-expires=1762412400&x-signature=Lc78Q7VkQHCTalajgiuTz%2Fa7aHc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7461951257335317256","1737370929","2025-01-20T11:02:09.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"411","https://www.tiktok.com/@vietnambusinessnews/video/7461924185690885393?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","false",,,,,,,"false",,"6","https://www.tiktok.com/@vietnambusinessnews/video/7461924185690885393?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","Nước Nga làm từ lâu rồi à 😂😂😂","7116107570243519490","chelseaterry","https://www.tiktok.com/@vietnambusinessnews/video/7461924185690885393"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/1f7b043820f4891cf1211ea44820ac3b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c322de2b&x-expires=1762412400&x-signature=pYU4Os2PqccwswwIXnnk9w1JQ8I%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7461973025195180818","1737376006","2025-01-20T12:26:46.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"228","https://www.tiktok.com/@vietnambusinessnews/video/7461924185690885393?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","false",,,,,,,"false",,"48","https://www.tiktok.com/@vietnambusinessnews/video/7461924185690885393?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","VN cũng đã đến lúc suy nghĩ nghiêm túc về vấn đề này. bây giờ ra đường gặp nhiều người không biết nên gọi là anh hay là chị. chán chả buồn nói.","7065571078232179738","chimchichbong0925","https://www.tiktok.com/@vietnambusinessnews/video/7461924185690885393"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/068e9abeedc6b1c14a9295d2f45a5b9b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a0f7f2e6&x-expires=1762412400&x-signature=1QJ9z5sDtZru0pzVvggMIMu6DrQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7462705792883131144","1737546607","2025-01-22T11:50:07.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"9","https://www.tiktok.com/@vietnambusinessnews/video/7461924185690885393?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","false",,,,,,,"false",,"3","https://www.tiktok.com/@vietnambusinessnews/video/7461924185690885393?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","VN nên áp dụng","7052363582104978433","hankj59335","https://www.tiktok.com/@vietnambusinessnews/video/7461924185690885393"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/4a0c05dae588b2cb1bbb288eb7873369~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1e686388&x-expires=1762412400&x-signature=VTzPqVNeFQdx0I2GEOHnx44AT4s%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7462135748742202129","1737413937","2025-01-20T22:58:57.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"151","https://www.tiktok.com/@vietnambusinessnews/video/7461924185690885393?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","false",,,,,,,"false",,"20","https://www.tiktok.com/@vietnambusinessnews/video/7461924185690885393?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","đọc cmt mak sợ 😭🙏","7237695424851756040","ngoczkha","https://www.tiktok.com/@vietnambusinessnews/video/7461924185690885393"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/100ec65cc45b183f1a0ef1af2da69617~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b060c690&x-expires=1762412400&x-signature=xEgRC2hhJ9qQIxBs7HH3m7WaFJU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7462002564177052434","1737382880","2025-01-20T14:21:20.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"47","https://www.tiktok.com/@vietnambusinessnews/video/7461924185690885393?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","false",,,,,,,"false",,"13","https://www.tiktok.com/@vietnambusinessnews/video/7461924185690885393?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","Yesssss đúng cái t muốn","7155436291626615809","anpahm5","https://www.tiktok.com/@vietnambusinessnews/video/7461924185690885393"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/4107a35f25f95671dbc7713e3d358a4f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=43147969&x-expires=1762412400&x-signature=ZolKUhbj038BEt1XseJWXcrGYYM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7462616674169717511","1737525863","2025-01-22T06:04:23.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"2","https://www.tiktok.com/@vietnambusinessnews/video/7461924185690885393?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","false",,,,,,,"false",,"0","https://www.tiktok.com/@vietnambusinessnews/video/7461924185690885393?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","việt nam nên học hỏi donald trump","7044743949341115394","nhkbanggiumunvsrma","https://www.tiktok.com/@vietnambusinessnews/video/7461924185690885393"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/b30ea41a24ce256b85dea30ef39af766~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=154573e3&x-expires=1762412400&x-signature=ijOKYYZ8LTplw8a%2BUr2IHZ7VwT0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7461978133202649864","1737377187","2025-01-20T12:46:27.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"60","https://www.tiktok.com/@vietnambusinessnews/video/7461924185690885393?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","false",,,,,,,"false",,"100","https://www.tiktok.com/@vietnambusinessnews/video/7461924185690885393?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","cái nhóm bảo Việt Nam ko có nhân quyền đâu rồi nhỉ","6833779315998852098","quitran971","https://www.tiktok.com/@vietnambusinessnews/video/7461924185690885393"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/47530b05db207b33b4c48399fd806754~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5a9ffafd&x-expires=1762412400&x-signature=nTyGdWTRTr26i4uPF0HoB028kLQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7461984324746019585","1737378626","2025-01-20T13:10:26.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"57","https://www.tiktok.com/@vietnambusinessnews/video/7461924185690885393?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","false",,,,,,,"false",,"28","https://www.tiktok.com/@vietnambusinessnews/video/7461924185690885393?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","VN nên học theo 🥸","7053745505972995098","wild_2250","https://www.tiktok.com/@vietnambusinessnews/video/7461924185690885393"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/c37f9af68fbfcc70811c4d18d0af5655~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=29b684d4&x-expires=1762412400&x-signature=vD8MUlotP0936LG8IwXeRlYWLuY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7462009113197052680","1737384406","2025-01-20T14:46:46.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"204","https://www.tiktok.com/@vietnambusinessnews/video/7461924185690885393?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","false",,,,,,,"false",,"82","https://www.tiktok.com/@vietnambusinessnews/video/7461924185690885393?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","Mong VN nhanh ra luật này","7439508273391289365","hjjsbdjs","https://www.tiktok.com/@vietnambusinessnews/video/7461924185690885393"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/17efe66d61f4702414f69a968389da0d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a037d409&x-expires=1762412400&x-signature=fkq4zudEufYakDHHE%2F6dyBBoiHc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7461980790617490196","1737377807","2025-01-20T12:56:47.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"111","https://www.tiktok.com/@vietnambusinessnews/video/7461924185690885393?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","false",,,,,,,"false",,"163","https://www.tiktok.com/@vietnambusinessnews/video/7461924185690885393?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","chả ai muốn mình sih ra bị vậy và k ng cha mẹ nào muốn như vậy lên dừng có mà miệt thị ngta vậy. t thấy nhug ng như vây họ rất tốt rất tình cảm nhé.","7215451225255805954","user7043307467718","https://www.tiktok.com/@vietnambusinessnews/video/7461924185690885393"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/56ff01319e9fdec2b17fe2dae43ec18b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ca187ac5&x-expires=1762412400&x-signature=aXX1M8vTGiJtbKywzcvXQxrXBaE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7462011618169619208","1737384989","2025-01-20T14:56:29.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"44","https://www.tiktok.com/@vietnambusinessnews/video/7461924185690885393?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","false",,,,,,,"false",,"10","https://www.tiktok.com/@vietnambusinessnews/video/7461924185690885393?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","Việt Nam nên học hỏi","7228010419297469446","bolalamdayxx","https://www.tiktok.com/@vietnambusinessnews/video/7461924185690885393"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/1e629dd0b6289c58b94b9cd800c98f1a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8b97fdd2&x-expires=1762412400&x-signature=elkMZ0aEA6kRjyE%2FQC0sV5RKJGA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7530857437650993928","1753414391","2025-07-25T03:33:11.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"1","https://www.tiktok.com/@vietnambusinessnews/video/7461924185690885393?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","false",,,,,,,"false",,"0","https://www.tiktok.com/@vietnambusinessnews/video/7461924185690885393?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","ủng hộ Donald Trump","7096286917947786241","caothanhquy1996","https://www.tiktok.com/@vietnambusinessnews/video/7461924185690885393"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/ace4055c9bde4d771a7c995e8a5c7085~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d133fc87&x-expires=1762412400&x-signature=uGZ3Jf3fkX2fFXF9NiVgE9B2O%2B4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7461982802243322642","1737378273","2025-01-20T13:04:33.000Z",,,,,,,,,,,,,,,,,,,,,,,,,"40","https://www.tiktok.com/@vietnambusinessnews/video/7461924185690885393?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","false",,,,,,,"false",,"15","https://www.tiktok.com/@vietnambusinessnews/video/7461924185690885393?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","VN nên học hỏi thì mới thành siêu cường thế giới đc","6916085459144016897","quangbry1408","https://www.tiktok.com/@vietnambusinessnews/video/7461924185690885393"
