"avatarThumbnail","cid","createTime","createTimeISO","detailedMentions/0/nickName","detailedMentions/0/profileUrl","detailedMentions/0/secUid","detailedMentions/0/userId","detailedMentions/1/nickName","detailedMentions/1/profileUrl","detailedMentions/1/secUid","detailedMentions/1/userId","detailedMentions/2/nickName","detailedMentions/2/profileUrl","detailedMentions/2/secUid","detailedMentions/2/userId","detailedMentions/3/nickName","detailedMentions/3/profileUrl","detailedMentions/3/secUid","detailedMentions/3/userId","detailedMentions/4/nickName","detailedMentions/4/profileUrl","detailedMentions/4/secUid","detailedMentions/4/userId","detailedMentions/5/nickName","detailedMentions/5/profileUrl","detailedMentions/5/secUid","detailedMentions/5/userId","detailedMentions/6/nickName","detailedMentions/6/profileUrl","detailedMentions/6/secUid","detailedMentions/6/userId","detailedMentions/7/nickName","detailedMentions/7/profileUrl","detailedMentions/7/secUid","detailedMentions/7/userId","diggCount","input","likedByAuthor","mentions/0","mentions/1","mentions/2","mentions/3","mentions/4","mentions/5","mentions/6","mentions/7","pinnedByAuthor","repliesToId","replyCommentTotal","submittedVideoUrl","text","uid","uniqueId","videoWebUrl"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/b8435e1175191bd43386fe0128fc4508~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7448ebed&x-expires=1762416000&x-signature=P56TGDXPTl4Bt2Oim6QLugOu9fQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7421469517538476818","1727945528","2024-10-03T08:52:08.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"628","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","false",,,,,,,,,"false",,"10","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","bảo gen lỗi thì giận🤣","6887893091136865282","minhhkhooii102","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/92703633963e59c2529801decfbb6305~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=eec43fbd&x-expires=1762416000&x-signature=ZlB%2FLmYYuYX1hOvoDbQ0z%2B9wSGc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7564768611191276309","1761309956","2025-10-24T12:45:56.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","false",,,,,,,,,"false","7421469517538476818",,"https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","tụi m trc sau gì con cháu tụi m cũng bị à ráng khinh thường ngta cho cố đi ha","7340632375606985748","helotuilatrieu12","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/a842e95894869801afed37ff94958474~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=84e0b18c&x-expires=1762416000&x-signature=%2FM3xt92h3qxYe11JSR4zxNmD6JU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7384375480219403009","1719308914","2024-06-25T09:48:34.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"600","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","false",,,,,,,,,"false",,"5","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","đám cưới gì mà mặt 2 gia đình kiểu: 😕","7079346993198089218","abcxyzhsjs","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/dce8edfc00d66d4cf015f8bf18075670~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=97432822&x-expires=1762416000&x-signature=v7GyOT%2FtNEM640tDQziWwPYTDnI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7523429940881441552","1751685046","2025-07-05T03:10:46.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"170","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","false",,,,,,,,,"false",,"7","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","-1 gia tộc","7085340636505146370","lhoangnhat_","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/92703633963e59c2529801decfbb6305~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=eec43fbd&x-expires=1762416000&x-signature=ZlB%2FLmYYuYX1hOvoDbQ0z%2B9wSGc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7564769113920684820","1761310074","2025-10-24T12:47:54.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","false",,,,,,,,,"false","7523429940881441552",,"https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","có con nào lấy mày chưa 😂😂","7340632375606985748","helotuilatrieu12","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/ce4156963269389825875f28490aae34~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=539548e8&x-expires=1762416000&x-signature=OdKyX9H02RZ23cg9zpZYL2e7yi8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7523405935281619719","1751679457","2025-07-05T01:37:37.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"517","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","false",,,,,,,,,"false",,"12","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","ủa xoá câu kia rồi à =)))","7262951864809997318","bitineee","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208"
"https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/81cf9fee54eb700b681b3d814dd699c5~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=81464a50&x-expires=1762416000&x-signature=C5uZ1xNJtPqg9MnVl4w56xj7YDU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7383321137025712913","1719063460","2024-06-22T13:37:40.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"967","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","false",,,,,,,,,"false",,"43","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","phụ huynh mặt ko vui cho lắm","6930649725990749186","phukhanh92","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/92703633963e59c2529801decfbb6305~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=eec43fbd&x-expires=1762416000&x-signature=ZlB%2FLmYYuYX1hOvoDbQ0z%2B9wSGc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7416513184066487058","1726791551","2024-09-20T00:19:11.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","false",,,,,,,,,"false","7383321137025712913",,"https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","do mệt nha","7340632375606985748","helotuilatrieu12","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7450b587067c7cc6f49c1caea6ab6bb2~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f0246bb6&x-expires=1762416000&x-signature=wv%2Bz%2FHcpz6BF%2F%2B7E1sKjJKNNrDM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7421765898733126408","1728014539","2024-10-04T04:02:19.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"389","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","false",,,,,,,,,"false",,"11","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","nguyên cái đám cưới kh khc gì đám ma","7016930558467343361","aiiihoii3","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/92703633963e59c2529801decfbb6305~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=eec43fbd&x-expires=1762416000&x-signature=ZlB%2FLmYYuYX1hOvoDbQ0z%2B9wSGc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7564769765537940245","1761310219","2025-10-24T12:50:19.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","false",,,,,,,,,"false","7421765898733126408",,"https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208?is_from_webapp=1&sender_device=pc&web_id=7473070357060453930","dm mày cần ko tao gửi video cho coi","7340632375606985748","helotuilatrieu12","https://www.tiktok.com/@helotuilatrieu12/video/7364304560522792208"
