author,text,likeCount,publishedAt,video_id
@vietnamsovietchina,trung kỳ,0,2025-04-13T02:52:55Z,qqbvLiS2Uyg
@77g1luan2,"Trung kỳ á, t thấy bth. Cũng chỉ là tên gọi vùng miền thơi Pháp thuộc thôi, không giống tụi NorthSideDog hở là s*a bậy 😅😅",0,2024-11-19T13:28:06Z,qqbvLiS2Uyg
@nagmgaming7345,cali,0,2024-09-11T12:13:43Z,qqbvLiS2Uyg
@Sigmaboiiii123,Parky cay 😂😂,0,2025-02-12T20:06:26Z,qqbvLiS2Uyg
@nagmgaming7345,@phantheanh2099-DzeRhiểu ko dcu m?,0,2025-03-26T11:36:47Z,qqbvLiS2Uyg
@hamvailong365,Tui dân miền trung thấy bình thường chỉ dân bắc mới nhột mấy câu đại khái như vậy thôi😂😂,0,2024-09-05T08:00:25Z,qqbvLiS2Uyg
@tanthanhdan,Dẹt sơ,0,2024-10-09T04:18:24Z,qqbvLiS2Uyg
@dinhhung2007-x7u,same,0,2025-03-21T10:38:47Z,qqbvLiS2Uyg
@n4vn456,Nub,0,2024-09-01T12:11:06Z,qqbvLiS2Uyg
@n4vn456,Nub,0,2024-09-01T12:10:57Z,qqbvLiS2Uyg
@mr_reallong,Phân biệt vùng miền là: BỌN TRẺ TRÂU,0,2024-08-30T12:42:56Z,qqbvLiS2Uyg
@JrejEk-ji5dx,Caliky,0,2024-08-28T07:15:33Z,qqbvLiS2Uyg
@Toan1470,Cali cay😂,0,2024-08-11T12:38:15Z,qqbvLiS2Uyg
@otchoaientertainment9972,Ko ko thể nào kooooooooooooo,0,2024-08-01T14:23:28Z,qqbvLiS2Uyg
@toramaii_0,hay chỗ nào:)?,0,2024-08-01T11:46:41Z,qqbvLiS2Uyg
@kientang111kien3,这是地域歧视吗？中国比越南更可怕，你可能会因为在北京以南和其他一些省份而被人瞧不起 ( va toi co hoc tieng viet dit me chung m💀💀💀💀),1,2024-07-25T14:50:00Z,qqbvLiS2Uyg
@TPaveeplayer,M̷ặ̷c̷ m̷à̷y̷ g̷i̷ố̷n̷g̷ g̷á̷i̷ m̷ẹ̷ m̷à̷y̷ g̷h̷ê̷,0,2024-07-23T03:40:27Z,qqbvLiS2Uyg
@G5FD,Parky :),3,2024-07-10T02:58:52Z,qqbvLiS2Uyg
@Eluvissic1,công viên😂,0,2024-10-19T08:00:38Z,qqbvLiS2Uyg
@NhungHoang-t8x,Cuoi e,0,2024-06-09T12:42:15Z,qqbvLiS2Uyg
@TheKyPhan-lz1jb,Vui v,0,2024-06-06T05:18:35Z,qqbvLiS2Uyg
@asap4744,Mình là dân miền Trung hơi nhột nha😂😂,0,2024-06-05T14:39:40Z,qqbvLiS2Uyg
@indochinaindochina,Bắc kỳ ăn trái kiwi<br>Ăn nhầm lựu đạn<br>Chết cha bắc kỳ,0,2025-01-23T00:10:18Z,qqbvLiS2Uyg
@quankim-td4cp,Bắc kỳ thì sao?,0,2024-05-16T11:33:47Z,qqbvLiS2Uyg
@KhaTran-qd6gl,Cái bọn parky này,5,2023-12-31T00:18:58Z,qqbvLiS2Uyg
@riconlaconchorach,Nam ki ăn ca ro gai,0,2024-01-02T03:42:35Z,qqbvLiS2Uyg
@destroyergod6726,​@riconlaconchorachbắc kỳ ăn cá rô cay,0,2024-01-18T23:38:07Z,qqbvLiS2Uyg
@Dangtri935,@riconlaconchorach Bắc kỳ ăn cá rô cây,0,2024-01-31T08:29:31Z,qqbvLiS2Uyg
@no1_songlam,namky,0,2024-03-26T04:41:05Z,qqbvLiS2Uyg
@taivan5048,​@Dangtri935cay,0,2024-05-01T00:36:09Z,qqbvLiS2Uyg
@taivan5048,​@destroyergod6726Cayyyyy😂,0,2024-05-01T00:36:29Z,qqbvLiS2Uyg
@taivan5048,​@no1_songlamCali con,0,2024-05-01T00:36:37Z,qqbvLiS2Uyg
@taivan5048,​@riconlaconchorach cay à cali,0,2024-05-01T00:36:49Z,qqbvLiS2Uyg
@taivan5048,​@riconlaconchorachcay,0,2024-05-01T00:37:06Z,qqbvLiS2Uyg
@riconlaconchorach,@taivan5048 t cay vì đêm qua m.ẹ m chỉ làm đc 5 nháy vs t thôi,0,2024-05-01T00:40:03Z,qqbvLiS2Uyg
@TheKyPhan-lz1jb,Cái bọn namki cắn à,0,2024-06-06T05:27:02Z,qqbvLiS2Uyg
@NhungHoang-t8x,Cay,0,2024-06-09T12:38:31Z,qqbvLiS2Uyg
@Toan1470,@no1_songlam 𝓬𝓪𝔂 𝓵𝓪𝓶 𝓻𝓸𝓲,0,2024-08-17T09:22:07Z,qqbvLiS2Uyg
@Thanh0066,Cali ăn ớt cay 😂​@Dangtri935,0,2025-02-08T10:33:09Z,qqbvLiS2Uyg
@Thanh0066,​@riconlaconchorachCali ăn cay rô gai😂😂,0,2025-02-08T10:33:43Z,qqbvLiS2Uyg
@minhthanh962,xúc vặt nam kì mõm,0,2025-02-24T02:10:53Z,qqbvLiS2Uyg
@ThienNguyen-fs1sm,"Hoa Kỳ đi bạn, lấy vụ khủng bố 2001 mới đau",1,2023-12-15T09:24:19Z,qqbvLiS2Uyg
@taildragon3738,"Meme rất cười, tôi đã hài",0,2023-12-12T10:21:08Z,qqbvLiS2Uyg
@Phrong,milooooooooooooooooooooooo,1,2023-11-17T12:36:44Z,qqbvLiS2Uyg
@khanhnguyencao,Ko vui đâu bạn ạ,3,2023-07-24T14:33:42Z,qqbvLiS2Uyg
@normaldude0186,🤓,0,2023-08-03T09:33:45Z,qqbvLiS2Uyg
@Juan25039,T vui,1,2023-10-30T04:01:34Z,qqbvLiS2Uyg
@khuephuong7659,thằng nào mất dạy ms thấy vui 🤡,0,2024-06-09T17:28:13Z,qqbvLiS2Uyg
@diemthuyngothi4794,Trung ky nghe xong cuoi e🤣😂🤣😂🤣😂🤣😂🤣😂😂,2,2023-06-25T04:03:17Z,qqbvLiS2Uyg
@vick-jtb,Nam kỳ pls =v,1,2023-06-06T10:59:24Z,qqbvLiS2Uyg
@huypham9408,Nam ki an ca ro gai,0,2023-06-18T09:55:41Z,qqbvLiS2Uyg
@vick-jtb,@huypham9408 hóc phải...?,0,2023-06-18T16:10:24Z,qqbvLiS2Uyg
@diemthuyngothi4794,​@vick-jtb💩,0,2023-06-25T04:03:00Z,qqbvLiS2Uyg
@VuaMeme,Bị vi phạm:),0,2023-07-02T04:28:20Z,qqbvLiS2Uyg
@vick-jtb,"@VuaMeme Có người đăng rồi, ko bị ăn 💩 đâu :)",0,2023-07-02T07:20:58Z,qqbvLiS2Uyg
@destroyergod6726,​@huypham9408bac ky an ca ro cay,0,2024-01-18T23:38:34Z,qqbvLiS2Uyg
@xerx9012,Xin vid,1,2023-02-02T03:13:29Z,qqbvLiS2Uyg
@VuaMeme,Trên ytb sao gửi,0,2023-02-02T07:10:03Z,qqbvLiS2Uyg
@kiecccccc,y2mate de lmj,0,2023-08-09T12:38:08Z,qqbvLiS2Uyg
