author,text,likeCount,publishedAt,video_id
@ChauTran-b2v,Xóa clip này đi! Thằng kia!,0,2025-11-01T21:54:51Z,o2_SVTL7PFg
@XeNguyễn-z5z,Vậy bắc kỳ ăn cá rô phi ăn nhầm lựu đạn chết cha bắc kỳ,0,2025-09-20T11:53:38Z,o2_SVTL7PFg
@SGE_VN,"bọn pbvm có chửi miền nào thì đó cũng là pbvm, cùng dạng với 3 que kem óc cẩu.",0,2025-08-07T03:22:23Z,o2_SVTL7PFg
@khanhPVZ-123,Nam kỳ ăn xe tăng Nga 😂,1,2025-06-26T11:32:40Z,o2_SVTL7PFg
@giakhanhday,Parky bị ngốn lào haha,1,2025-05-14T12:44:20Z,o2_SVTL7PFg
@LH_was_here,Hài nè 😂😂,0,2025-04-14T16:44:25Z,o2_SVTL7PFg
@Akina90s,Con cá rô gai người ta còn có thịt nè 😆 còn cái rô cây ăn vô xui xui cắn nhầm trái lựu đạn thì cũng chết cha thằng bắc kì 🤣🤣,0,2025-03-15T19:33:04Z,o2_SVTL7PFg
@indochinaindochina,"Tôi nam kỳ nhưng thấy bình thường,không nhột
Chỉ bọn Bắc mới nhột mấy cái này thôi😂",2,2025-01-23T00:12:30Z,o2_SVTL7PFg
@section0-1,Namki gâu😂,0,2025-05-28T02:35:38Z,o2_SVTL7PFg
@philtroservictory7554,Namkicho,0,2025-08-10T13:12:03Z,o2_SVTL7PFg
@chibacco,"namky ăn cá bỏ xương
parky lụm lại kho tương ăn dần",1,2024-10-12T13:21:12Z,o2_SVTL7PFg
@yourcubeshopvn,"Baki ăn cá rô cây , ăn nhầm bãi pịa chetme baki",0,2024-10-12T05:36:36Z,o2_SVTL7PFg
@SGE_VN,lần sau bạn cầm cube của bạn tháo ra lắp lại rồi nói bạn là non-cuber nhé. câu này có ai mà đọc được rồi đăng lên mạng thì cuber bọn tôi phải đội giỏ ra đường đấy.,0,2025-08-07T03:21:29Z,o2_SVTL7PFg
@nagmgaming7345,cali,0,2024-09-11T12:14:10Z,o2_SVTL7PFg
@foolishdreamer2077,cali j nem ki cay ak 🐧🐧,0,2024-11-22T14:03:44Z,o2_SVTL7PFg
@nagmgaming7345,@ m nghĩ m nói câu ngu Iồn nthe mà nghĩ hài hước,0,2024-11-22T14:06:37Z,o2_SVTL7PFg
@svtbkwan,Ở đây nhiều kid pbvm vl,0,2024-08-20T10:03:36Z,o2_SVTL7PFg
@HưngNguyễn-s7y,Im đi cho ăn Pịa,1,2024-08-06T10:59:46Z,o2_SVTL7PFg
@taithan-vs3dp,bắc trung nam là 1 nhà,1,2024-05-17T10:13:44Z,o2_SVTL7PFg
@foolishdreamer2077,backi namki trungki 🐧🐧🐧🐧🐧🐧,1,2024-11-22T14:05:07Z,o2_SVTL7PFg
