"avatarThumbnail","cid","createTime","createTimeISO","detailedMentions/0/nickName","detailedMentions/0/profileUrl","detailedMentions/0/secUid","detailedMentions/0/userId","detailedMentions/1/nickName","detailedMentions/1/profileUrl","detailedMentions/1/secUid","detailedMentions/1/userId","detailedMentions/2/nickName","detailedMentions/2/profileUrl","detailedMentions/2/secUid","detailedMentions/2/userId","diggCount","input","likedByAuthor","mentions/0","mentions/1","mentions/2","pinnedByAuthor","repliesToId","replyCommentTotal","submittedVideoUrl","text","uid","uniqueId","videoWebUrl"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/ff4567fd66a6dd6e0bfac003707afb23~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=85077702&x-expires=1762750800&x-signature=lJWGb2PEYyiY38nE367zBCfDIr8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7556634233776030482","1759416017","2025-10-02T14:40:17.000Z",,,,,,,,,,,,,"3203","https://www.tiktok.com/@queenvietnamm3/video/7556545946742492424","false",,,,"false",,"36","https://www.tiktok.com/@queenvietnamm3/video/7556545946742492424","Tự nhiên thấy hối hận vì ngày trước chê Quế Anh 🥺","6568822737871044609","luonvuituoi_w","https://www.tiktok.com/@queenvietnamm3/video/7556545946742492424"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/9bb78383f23025fd49cd205618167430~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=14f4f6ba&x-expires=1762750800&x-signature=04YR7tBHI%2BbIj5DU8DSEgRwenjw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7556583226258473746","1759404143","2025-10-02T11:22:23.000Z",,,,,,,,,,,,,"8077","https://www.tiktok.com/@queenvietnamm3/video/7556545946742492424","false",,,,"false",,"97","https://www.tiktok.com/@queenvietnamm3/video/7556545946742492424","6 thiệt","7063030540123194369","aivy2004o","https://www.tiktok.com/@queenvietnamm3/video/7556545946742492424"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/5ebfd069cc4d8916bd2f9949c7ec582d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=761a10a6&x-expires=1762750800&x-signature=foQBD0Thoq5gW8vdieDppqRZRZs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7556623531846927111","1759413532","2025-10-02T13:58:52.000Z",,,,,,,,,,,,,"6467","https://www.tiktok.com/@queenvietnamm3/video/7556545946742492424","false",,,,"false",,"84","https://www.tiktok.com/@queenvietnamm3/video/7556545946742492424","t thấy cả mặt 6 chứ đâu gì riêng tóc","6732097498778846210","chaunhi2027","https://www.tiktok.com/@queenvietnamm3/video/7556545946742492424"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/13332f547767d150365418fd9208fa11~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8233b41b&x-expires=1762750800&x-signature=6gi7cP1e1XvSygKUZhhLKBed%2BtE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7556591437108101896","1759406059","2025-10-02T11:54:19.000Z",,,,,,,,,,,,,"716","https://www.tiktok.com/@queenvietnamm3/video/7556545946742492424","false",,,,"false",,"4","https://www.tiktok.com/@queenvietnamm3/video/7556545946742492424","6 thiệt nha","79808295027","yenphan99","https://www.tiktok.com/@queenvietnamm3/video/7556545946742492424"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/36493cdd633f48639190dd541faa13bc~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=26943585&x-expires=1762750800&x-signature=OAOf7UgaMh146WjcIUhJyygrYg8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7556830143894405896","1759461635","2025-10-03T03:20:35.000Z",,,,,,,,,,,,,"13","https://www.tiktok.com/@queenvietnamm3/video/7556545946742492424","false",,,,"false",,"1","https://www.tiktok.com/@queenvietnamm3/video/7556545946742492424","Trên mặt k đc cái nét nào n gọi là hài hoà lun í chứ chưa nói tới đẹp . K toxic ai bh nhưng lựa hoa hậu tnay mới thấy quế anh quá xinh lun í. Xinh kiểu hiền . Ng nhìn vào đã thấy dễ chịu","6878459992430298113","phuongn19","https://www.tiktok.com/@queenvietnamm3/video/7556545946742492424"
"https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/3521cc23bf7d3d1db185307dee9d0c31~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a0387b9f&x-expires=1762750800&x-signature=rCkZjB0x9Q2GHy5xlrV%2BI%2FpT%2BU0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7556612476919399169","1759410958","2025-10-02T13:15:58.000Z",,,,,,,,,,,,,"1153","https://www.tiktok.com/@queenvietnamm3/video/7556545946742492424","false",,,,"false",,"14","https://www.tiktok.com/@queenvietnamm3/video/7556545946742492424","Một người chê thì saii còn nhiều người chê thì 6 thiệt nha mấy má😂","6669719266465742849","dindin_0802","https://www.tiktok.com/@queenvietnamm3/video/7556545946742492424"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/542381fa7948b7f7d4812a27c66ab73b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=27ab9b18&x-expires=1762750800&x-signature=A6snjE2PcHXdsXJdLLvx9o%2Bskw0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7556615111348437767","1759411565","2025-10-02T13:26:05.000Z",,,,,,,,,,,,,"10195","https://www.tiktok.com/@queenvietnamm3/video/7556545946742492424","false",,,,"false",,"146","https://www.tiktok.com/@queenvietnamm3/video/7556545946742492424","Quả môi, t không biết miêu tả kiểu gì luôn","6870648277127218178","ngoc.hoa23","https://www.tiktok.com/@queenvietnamm3/video/7556545946742492424"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/3322209e77cc2f85753fdc75fa21fc8b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6b9c0055&x-expires=1762750800&x-signature=GuH9M79n2fBk1OMyLvqx8j4gKwI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7556598531672015623","1759407706","2025-10-02T12:21:46.000Z",,,,,,,,,,,,,"77","https://www.tiktok.com/@queenvietnamm3/video/7556545946742492424","false",,,,"false",,"17","https://www.tiktok.com/@queenvietnamm3/video/7556545946742492424","qua trời 6","7105755438525170689","an.mini93","https://www.tiktok.com/@queenvietnamm3/video/7556545946742492424"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/3477ff415bc79a60662cb8b4b5697a3e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ba7d1c25&x-expires=1762750800&x-signature=f247SKODy9V%2FEa1u5CI3rPnd2hA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7556615506880791303","1759411663","2025-10-02T13:27:43.000Z",,,,,,,,,,,,,"1137","https://www.tiktok.com/@queenvietnamm3/video/7556545946742492424","false",,,,"false",,"13","https://www.tiktok.com/@queenvietnamm3/video/7556545946742492424","Có phải mỗi tóc đâu 🥺","6626121553762746370","nunhan_6789","https://www.tiktok.com/@queenvietnamm3/video/7556545946742492424"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/8a032a8021a498958e88126d69ddc2d4~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=29542244&x-expires=1762750800&x-signature=LerZEaTMN4hBBtT9fRbmN1HGT2Q%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7556572336511451922","1759401608","2025-10-02T10:40:08.000Z",,,,,,,,,,,,,"442","https://www.tiktok.com/@queenvietnamm3/video/7556545946742492424","false",,,,"false",,"4","https://www.tiktok.com/@queenvietnamm3/video/7556545946742492424","6 nha","6678498808659362817","31780227017","https://www.tiktok.com/@queenvietnamm3/video/7556545946742492424"
