author,text,likeCount,publishedAt,video_id
@Onluyentoanthcs,"2 con dễ thương quá, tình y tràn ngập. Chúc 2 con hp viên mãn dài lâu. Chỉ đổi cách xưng hô cho hợp lý.",0,2025-09-30T13:31:49Z,3sR7358JlpI
@PhiDuong-r1z,Vậy sao không trở về giới tính thật đi kkk có khác gì đâu tôi thì cho dù có đẹp trai men cởi nào cũng kg có cảm giác,0,2025-09-22T22:49:55Z,3sR7358JlpI
@anhtuyetnguyen7138,"Câu chuyện lạ nhỉ..
Mãi tôi mới hiểu.
Bởi vì các bạn đều đã chuyển.",0,2025-09-22T07:59:30Z,3sR7358JlpI
@anhtuyetnguyen7138,"Duyên gặp nhau
Chúc mừng hai em",0,2025-09-22T07:54:48Z,3sR7358JlpI
@PhượngĐặng-d3e,Rối nảo thiệt chứ ? nghỉ không ra.,0,2025-09-19T13:00:49Z,3sR7358JlpI
@thibichhangta4005,Thương quá!,0,2025-09-16T19:47:11Z,3sR7358JlpI
@hoangaituyetvnhunghen3791,"Thằng cu vợ mồm năm miệng 10, mang danh là chồng nhưng vẫn phải làm trọn phụ nữ mang thai chăm sóc cu vợ  ,   nhưng chốt lại ng đồng tính miền nam họ công khai rất nhiều ,và họ rất giỏi",0,2025-09-03T12:32:56Z,3sR7358JlpI
@oanhtranthikim6985,Con trai mà hay khóc nhè. Mạnh mẽ lên nè.,0,2025-09-01T06:13:43Z,3sR7358JlpI
@Hồngcẩm-b7g,Làm cho dữ lên roi cũng  chia ly...,0,2025-08-28T13:09:06Z,3sR7358JlpI
@camap9235,"vậy nam sinh học và nữ sinh học,mối tình thẳng nhưng ""extra steps"" ?",0,2025-06-11T19:07:24Z,3sR7358JlpI
@VanHAI-b2o,❤❤❤❤🤰🤱,0,2025-04-23T04:18:09Z,3sR7358JlpI
@hoanoan3863,❤❤❤❤❤❤❤❤❤❤❤,0,2025-03-30T08:05:03Z,3sR7358JlpI
@ThiVyDang-z4g3e,Cảm ơn trương trình rất hay và y nghĩa .ấn tượng nhất vợ chồng .quốc huy .rất quý yêu các cháu .chúc các cháu hp,0,2025-03-30T02:20:24Z,3sR7358JlpI
@nguyenminhchau3843,Rối não quá 😊,0,2025-03-24T21:38:25Z,3sR7358JlpI
@PhuongNguyen-mh4kh,2 vo chong Son Quyen đe thuong qua chúc 2 thien than hanh phúc hết cuộc đời .,0,2025-03-20T18:41:21Z,3sR7358JlpI
@NhuyDoongoc,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤😂😂😂😂😂😂,0,2025-03-02T16:50:15Z,3sR7358JlpI
@NhuyDoongoc,Con thương cả chú ❤️❤️❤️❤️❤️🫃🏻🍼🇻🇳❤❤❤❤,1,2025-02-24T09:52:23Z,3sR7358JlpI
@ongocnhuy239,Ba nan làm gì vậy ạ ba 🫰🏻🫰🏻🫰🏻🛼💵💵💴💶💷🫰🏻🫰🏻🫰🏻,0,2025-04-27T18:04:18Z,3sR7358JlpI
@NhuyDoongoc,Con thương cả chú ❤️❤️❤️❤️❤️🫃🏻🍼🇻🇳,0,2025-02-24T09:52:21Z,3sR7358JlpI
@TienHuynhVan-q1r,Hanh phúc ❤❤❤❤,0,2025-02-17T02:24:38Z,3sR7358JlpI
@TienHuynhVan-q1r,🤩🤩🤩🥰🥰🥰,0,2025-02-16T04:02:21Z,3sR7358JlpI
@VantruocNguyen-ff1ts,Nguyễn Hồng Sơn,0,2025-02-01T15:02:39Z,3sR7358JlpI
@nhungphan3251,Cho mình hỏi ngu nhé mn làm sao biết ai chồng và ai vợ vậy,0,2024-12-21T12:57:47Z,3sR7358JlpI
@ThảoLê-k1y,sơn dễ thương quá,1,2024-12-06T12:40:11Z,3sR7358JlpI
@trannguyen8429,Quen người yêu sao giống đi chợ vậy trời,0,2024-11-16T11:14:05Z,3sR7358JlpI
@xuyenduy563,Sao khong cho  thây nguoi,0,2024-10-23T11:25:14Z,3sR7358JlpI
@ngocluong6238,Hai vo chong nha nay co tuong phu the dep doi qua co . Chuc hai em tram nam hanh phuc nhe,0,2024-10-20T11:24:50Z,3sR7358JlpI
