author,text,likeCount,publishedAt,video_id
@ComeOutLGBTVietnam_MCV,❤ Nữ với nam chuyển giới mà vẫn mang bầu được: https://www.youtube.com/watch?v=yw3VKAf1ZNc,57,2024-02-23T06:44:29Z,d7B3zypuEfE
@nguyenvanvan123nguyen2,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤<br>❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,0,2024-03-05T13:40:49Z,d7B3zypuEfE
@XuanHoang-iz4tr,0,2,2024-06-24T00:28:16Z,d7B3zypuEfE
@HàPhạmthị-b2j,Sao ngược đời vậy,0,2025-10-22T11:15:18Z,d7B3zypuEfE
@anhtuyetnguyen7138,"Con tôi cũng như vậy. Nên tôi mới hiểu câu chuyện. 
Để thương con nhiều hơn
Cảm ơn ch trình😊",0,2025-09-26T09:08:09Z,d7B3zypuEfE
@kinhphan3981,"Cặp đôi này quá dễ thương, cư xử rất tri thức, mẹ thì nhìn phúc hậu nói chung gia đình hạnh phúc ❤❤❤",0,2025-09-21T12:12:21Z,d7B3zypuEfE
@usaactivities5837,Nguoc voi' tu nhien - dat' troi dao lon - xa hoi ngon ngang banh' beo lap xuong doi vi tri'...😄,0,2025-09-17T15:03:39Z,d7B3zypuEfE
@hoangaituyetvnhunghen3791,"Đôi này  thực ra vẫn là cặp đôi bình thường ,chỉ chuyển giớ phần ngực chứ phần sinh dục vẫn còn nguyên. Quan hệ tình dục bt có thai tự nhiên ,tóm lại dù nói thế nào đàn ông mang bầu nhưng thực tế vẫn là con gái mang bầu",0,2025-09-03T14:39:15Z,d7B3zypuEfE
@PhiDuong-r1z,Tôi cũng trong cộng đồng LGBT nhưng tôi thấy 2 bạn này nên trở về giới tính thật cho rồi rắc rối có khác gì  đâu tôi thì không ăn bánh bèo được nhé cho  dù có chuyển  giới đẹp trai menly như người mẫu mà không có 1 cây 2 là kg cỏ cảm hứng 😂😂😂😂😂😂,0,2025-07-27T04:30:09Z,d7B3zypuEfE
@NilukaSanjeewani-o8w,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤😊🤗🥰,0,2025-02-08T14:31:21Z,d7B3zypuEfE
@jennyhuong8173,"Vớ va vớ vẩn,để bình thường lấy nhau đẻ con cho xong.thế mà cũng gọi là đàn ông ..",0,2025-02-06T11:24:13Z,d7B3zypuEfE
@VươngĐặngBảo,Giá bán thuê có thể làm được điều này sẽ giúp các em học sinh giỏi cấp tỉnh cấp huyện nơi cư ngụ 😮😅😊❤😂🎉😢😮😅😊❤❤❤❤❤❤❤😂😂😂😂😂😂😂😂😂🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉😢😢😢😢😢😢😢😮😮😮😮😅😅😅😅😅😅😅😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😢😢😢😢😢😢😢😢,1,2024-11-18T12:46:58Z,d7B3zypuEfE
@phongtrankh,Quái thai hay quái vật trông nó ra làm sao,0,2024-10-15T15:32:01Z,d7B3zypuEfE
@ThikhanhHo-r6k,"Trời ơi! Sao mình thấy em mẹ tội nghiệp sao sao ấy.
Thương quá.",2,2024-10-06T08:14:20Z,d7B3zypuEfE
@TinhRmah,😂😂😂😂😂😂😂😂😂😂😂😂😂,0,2024-09-28T17:03:22Z,d7B3zypuEfE
@mariamadalenadasilva2520,Mais legendas por favor obrigada português Brasil 🇧🇷🤩🥰❤,1,2024-09-09T12:03:25Z,d7B3zypuEfE
@HuongNguyen-n8u2z,"Tốt hơn hết các con cứ đê tư nhiên vậy hay hơn, đừng phẫu thuật nhé nữa các con , đấy là trời cho các con một hp viên man",2,2024-08-26T04:55:09Z,d7B3zypuEfE
