author,text,likeCount,publishedAt,video_id
@ComeOutLGBTVietnam_MCV,😲Cặp đồng tính chồng mang bầu đẻ con: https://www.youtube.com/watch?v=3sR7358JlpI,288,2024-06-12T03:13:30Z,Y7UKIusPSF4
@ThuongNguyen-kf2qz,Có cái gì đâu,56,2024-06-16T06:16:41Z,Y7UKIusPSF4
@thoadao9133,😢😢​@ThuongNguyen-kf2qz,0,2024-06-16T07:22:55Z,Y7UKIusPSF4
@chuphamthi,L,22,2024-06-17T04:09:39Z,Y7UKIusPSF4
@TinhVuThi-qo6gm,​@chuphamthiq,6,2024-06-17T15:13:36Z,Y7UKIusPSF4
@ThiCoiNguyen-by4rg,1111¹  ​@ThuongNguyen-kf2qz,0,2024-06-18T10:48:53Z,Y7UKIusPSF4
@thienhuongangthi1313,Cuối cùng tụi bây cũng có tự sinh đẻ được đâu ?,0,2024-06-20T06:48:39Z,Y7UKIusPSF4
@devildarkness8126,"​@thienhuongangthi1313 thì sao á bạn miễn có con là được rồi , miễn họ hạnh phúc là được rồi , vì câu nói độc lập - tự do- hạnh phúc mà họ thích nhau và hp thì k có j cấm cản",3,2024-06-21T14:49:01Z,Y7UKIusPSF4
@ThiNguyen-dr5yz,L<br>O😊😊​@devildarkness8126,0,2024-06-23T09:10:37Z,Y7UKIusPSF4
@devildarkness8126,"@ThiNguyen-dr5yz không cần lo đâu ban ,có con là may rồi chứ giờ người trẻ k muốn có con bây giờ họ chỉ tập trung công việc với thích tự do nên giảm nhu cầu sinh con lắm ạ( cái này là dda soos chứ mình k nói ai cx v nha cho mình xin lỗi nếu nói gì chưa đúng lắm)",1,2024-06-24T07:55:41Z,Y7UKIusPSF4
@VanHa-pb2sq,​@chuphamthiku5❤iu8,0,2024-06-29T03:21:55Z,Y7UKIusPSF4
@hoatran-ii5ud,😊😊😊😊,0,2024-07-02T01:27:32Z,Y7UKIusPSF4
@ngonnguyenchi7483,​@chuphamthi😊,0,2024-07-13T10:47:27Z,Y7UKIusPSF4
@nguyenle-yq6bk,Es 9 con pua<br><br>​@ThuongNguyen-kf2qz,0,2024-07-15T03:34:34Z,Y7UKIusPSF4
@NatduyDuong,"​ <a href=""https://www.youtube.com/watch?v=Y7UKIusPSF4&amp;t=1638"">27:18</a> ,@TinhVuThi-qo6gm",0,2024-07-15T09:02:31Z,Y7UKIusPSF4
@conghoangthi9385,​@devildarkness8126😊❤,0,2024-07-21T06:18:14Z,Y7UKIusPSF4
@VanphuLe-rt1mk,Gôg9g,0,2024-10-28T12:09:37Z,Y7UKIusPSF4
@HanhVu-ke6gb,😊,0,2024-11-11T16:57:21Z,Y7UKIusPSF4
@ĐiệpHoàng-j7u,Giá định hủy và cũng. Như Huy có phúc mới gập dươc dâu và người vợ như quốc sống thật HP đ d con nhé,0,2025-11-09T06:01:52Z,Y7UKIusPSF4
@anhtuyetnguyen7138,Siêu quá😊,0,2025-09-26T09:43:08Z,Y7UKIusPSF4
@longngo9619,Cótinh yêu sẽ có con,0,2025-09-03T19:58:23Z,Y7UKIusPSF4
@hoangaituyetvnhunghen3791,"Tôi ủng hộ suy nghĩ của quốc ,và tôi khâm phục việc làm của huy cho quốc là đúng ,ng đồng giới họ rất giỏi , cặp này cũng đẹp như hà chí qiang thanh đoàn",0,2025-09-03T14:17:40Z,Y7UKIusPSF4
@GáiGiáp-y7h,Những người đồng tính rất giỏi luôn,0,2025-08-30T13:33:43Z,Y7UKIusPSF4
@VânThu-n6o,"Ko ai chọn nơi mình sinh ra được ❤ đồng tính thì sao??? Miễn sao người ta sống tốt,ko vi phạm luật pháp là được ❤ làm ăn lương thiện, biết yêu thương nhau, biết kính trên nhường dưới là OK ❤❤",0,2025-08-27T11:06:58Z,Y7UKIusPSF4
@NguyenSon-lg5zz,"2 cháu đẹp đôi quá ,cố gắng giữ gìn hạnh phúc các cháu nhé .",0,2025-08-27T05:55:48Z,Y7UKIusPSF4
@CuongTran-ce7ji,Tuyệt vời quá 2 em.,0,2025-08-16T23:47:52Z,Y7UKIusPSF4
@Minhminh-g8d,Tinh trung cua 2 ong..? Nhung nguoi khac de...??? con cua ong ?,0,2025-06-13T05:22:00Z,Y7UKIusPSF4
@VinhPhạm-e3i,❤❤❤❤❤❤❤,0,2025-05-14T11:24:32Z,Y7UKIusPSF4
@VinhPhạm-e3i,❤❤❤❤❤❤❤❤,0,2025-05-14T11:24:23Z,Y7UKIusPSF4
@chinhvu2784,hai em tuyệt vời quá,0,2025-04-24T08:17:03Z,Y7UKIusPSF4
@thaihongrose4479,Có phải là Huy bác sĩ thẩm mỹ kg vậy ta ?,0,2025-04-23T14:35:52Z,Y7UKIusPSF4
@chinhvu2784,em quốc nhẹ nhàng huy để ý quoc nhiều hơn,0,2025-04-23T08:53:00Z,Y7UKIusPSF4
@chinhvu2784,em quốc tuyệt vời quá ❤hai em,0,2025-04-23T08:24:05Z,Y7UKIusPSF4
@luuong3835,Chúc mừng hạnh phúc 2 em ❤,0,2025-04-06T08:24:11Z,Y7UKIusPSF4
@DiemNguyen-u5w,"Con dep trai dep gai
Chuc mung 
De them nua di  con dep trai dep gai",0,2025-04-01T16:41:03Z,Y7UKIusPSF4
@huunghianguyen4156,yêu căp đôi này.chúc hai e cả đời hạnh phúc,0,2025-03-29T06:58:52Z,Y7UKIusPSF4
@nguyenminhchau3843,Mình thấy Huy giống hệt Khánh Chi là người hơi ích kỷ những 3 đứa con của mình mà Quốc lại không có đứa con ruột nào của mình ? Cảm thấy tội Quốc khác gì osin không công! Hãy làm như 2 bạn Thanh Đoàn  thì hạnh phúc biết bao!,0,2025-03-24T21:13:53Z,Y7UKIusPSF4
@anngo536,Chúc các cháu hạnh phúc mãi mãi bên nhau ❤,0,2025-03-11T03:00:01Z,Y7UKIusPSF4
@ThịHàoNguyễn-z7u,Hai người đẹp và phong độ chúc hai người hạnh phúc mãi mãi bên nhau,0,2025-03-06T13:08:47Z,Y7UKIusPSF4
@xiaobaihe1886,❤❤❤qua tuyệt vời,0,2025-03-03T07:35:47Z,Y7UKIusPSF4
@patricktran2851,2 anh thật rất đẹp trai quá và đáng yêu lắm ❤❤❤❤❤❤❤,1,2025-02-20T01:59:34Z,Y7UKIusPSF4
@thanhdanh3839,"Ong huy ong len kẻ hoạch xong hết rồi de bít miệng gd ong ko noi duoc nhưng cung chịu, ong qua thông minh ko ai nói ong duoc . Nhung cấp khach can học hoi va phán đau nhu ong huy nhe .",0,2025-02-12T19:12:02Z,Y7UKIusPSF4
@Hieno-pr9rl,Mc vô duyên,0,2025-02-07T03:15:52Z,Y7UKIusPSF4
@NgocTran-bl5es,Tuy là đồng tính . Nhưng họ đến với nhau sống hết mình với nhau . Đó là 1 mối duyên tiền định của 2 người . 1 người Nam như Quốc hiếm có khó tìmtrong xh hiện  đại này . Luôn sống cuộc sống luôn nhận phần thua thiệt về mình . Để người mình yêu luôn Hạnh phúc . Chúc 2 bạn  luôn giữ mãi tình yêu tốt dẹp này mãi mãi  cho 3 cháu nhỏ có những hậu phương vững chắc trên bước đường đời đầy phong ba bão táp của xh  . 👍,0,2024-12-19T00:42:15Z,Y7UKIusPSF4
@phanvanson279,thật ngưỡng mộ hai em,0,2024-12-11T08:33:57Z,Y7UKIusPSF4
@VạnNguyễn-l7d9q,E quốc đẹp trai nhìn phúc hậu nhân từ rất rất dễ mến yêu.  Nhiều phu nu cũng ko có khuân mặt nhân đúc thế,0,2024-12-01T04:38:22Z,Y7UKIusPSF4
@VạnNguyễn-l7d9q,Cap  đôi đẹp trai đáng yêu  hạnh phúc.  Hai bạn trai sống với nhau mà hạnh phúc thì cuộc đời sung sướng gấp ngàn lần vợ chồng khác giới ở với nhau cả cuộc đời mà ko thấy hạnh phúc ở đâu cả toàn bất hanh,0,2024-12-01T04:34:48Z,Y7UKIusPSF4
@hoangxanh9214,❤❤❤,0,2024-11-18T04:31:45Z,Y7UKIusPSF4
@phamthinu5194,Câu chuyện của Quốc và Huy thật cảm động . Chúc 2 bạn trăm năm hạnh phúc . Rất yêu các bạn,0,2024-11-14T04:43:09Z,Y7UKIusPSF4
@yenao3398,Bọn đồng tính vo van xam o có trứng của phụ nữ thì de kiểu gì nhìn những thằng cong này đang nghét Cho chúng nó vào hết lo đang thương Cho những bà mẹ de ra những thằng cong này,0,2024-11-13T07:41:49Z,Y7UKIusPSF4
@LamChu-ub3up,"Cảm động quá mình là người rất gia trưởng  , ( mình có hai con  zai  kém Huy một vài tuổi ,) mà xem xong mình đã rớt nước mắt   Quốc và Huy đã làm cho mình suy nghĩ về đồng tính hoàn toàn khác !!! 
Người  vợ như Q. rất quý  và H cũng rất giỏi hai đứa đúng là cặp đôi rất đẹp !!! Chúc hai  đứa mãi HP  ❤❤
( gửi lời chào từ CHLB Đức) 
❤❤❤❤",0,2024-11-12T15:21:44Z,Y7UKIusPSF4
@thithomnguyen189,Con trai đẻ kiểu gì,0,2024-11-09T07:15:03Z,Y7UKIusPSF4
@LaLe-ie1hj,Sao lại có chuyện lạ lùng như vậy đàn ông khác đàn bà nhiều thứ về giới tính mình chẳng bao giờ tin,0,2024-11-09T06:24:12Z,Y7UKIusPSF4
@quangluyen922,Sao như thường đc,0,2024-11-07T14:02:01Z,Y7UKIusPSF4
@ThanhNguyen-km2ez,Ba cục vàng cưng quá❤❤❤❤❤,0,2024-11-07T00:07:00Z,Y7UKIusPSF4
